file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
tennis_40sm_phyphox.csv,212.99254526091565,6.521571,0.04480581613061231,32.4670054057564,0.030800499999999995,0.0014198238304648208,2212.6637024829347,2.148361,4.948361,36.80911436556092,0.7147400847681737,36.45174432317684,37.16648440794501
