file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
tennis_20sm_phyphox.csv,212.99254526091565,4.497712,0.03604458389153082,35.145678838786765,0.028453000000000006,0.29640278313187385,10.599065975004875,1.664618,4.464618,22.871682712581546,0.7147400847681737,22.51431267019746,23.229052754965632
