file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q
impulse_3.csv,249.99999999999977,10.896001,0.07389185919037962,50.00000000000001,0.019999999999999997,0.020374766094900833,154.19036660136362
