file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
impulse_2.csv,249.99999999999977,10.584001,0.07429758651056839,45.45454545454546,0.022,0.058784157407016646,53.44284569459192,4.128,6.928,3.5663338088445045,1.0699001426533514,3.2097004279600543,4.279600570613406
