file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
football_20sm_phyphox.csv,212.99254526092068,4.422451,1.442695177169576,32.76915766880206,0.030516500000000057,0.27536327779921965,11.408902010094739,2.195217,4.422451,27.352726865086655,2.2420267922202193,26.45591614819857,28.697942940418788
