file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
football_40sm_phyphox.csv,212.99254526092068,5.760611,1.5875765508184883,38.7259173201664,0.02582250000000008,0.4416669055725275,7.113036122816094,2.622555,5.422555,28.232233348343517,1.786850211920477,27.517493263575325,29.304343475495802
