file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
impulse_1.csv,249.99999999999977,10.084001,0.08204573059891747,38.461538461538446,0.02600000000000001,0.08301835753950093,37.84214415582714,3.22,6.02,21.754636233951476,1.0699001426533528,21.041369472182577,22.11126961483593
