file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
impulse_6_40sm.csv,249.99999999999977,11.304001,0.10237381336620852,41.66666666666668,0.023999999999999994,0.08209526013769297,38.267649658708756,2.7840000000000003,5.584,2.8571428571428545,0.7142857142857135,2.499999999999998,3.2142857142857113
