file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
impulse_5_40sm.csv,249.99999999999977,9.164001,0.0914248661214502,45.45454545454543,0.022000000000000013,0.08049084696403136,39.03043354722885,1.98,4.78,5.706134094151207,1.4265335235378025,4.992867332382306,6.419400855920109
