file,Fs_hz,duration_s,RMS_ms2,f0_hz,T_s,log_decrement,Q,spec_tail_start_s,spec_tail_end_s,spec_f_peak_hz,spec_bw_hz,spec_f_left_hz,spec_f_right_hz
impulse_4_40sm.csv,249.99999999999977,11.884001,0.0771622873094712,50.00000000000003,0.01999999999999999,0.036984772733571654,84.94286760178252,2.696,5.496,22.46790299572038,1.0699001426533492,22.11126961483593,23.18116975748928
