file,scenario,Fs_hz,duration_s_used,RMS_ms2
noise_1.csv,noise_1,249.99999999999977,18.44,0.03592365918463795
noise_2.csv,noise_2,249.99999999999977,14.947999,0.07290908284247909
noise_3.csv,noise_3,249.99999999999977,15.584001,0.04204512900112561
