"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.372129586E0,1.341030002E-3,-8.035212755E-3,-3.751754761E-3,8.968760743E-3
1.376824898E0,-3.398850560E-3,-1.035919785E-2,-1.348495483E-3,1.098560901E-2
1.381520159E0,1.797325909E-2,4.003554583E-3,-6.080627441E-3,1.939176428E-2
1.386215471E0,-5.860850215E-3,1.579880714E-3,5.834579468E-3,8.419495583E-3
1.390910784E0,-3.422975540E-3,-7.953345776E-4,1.040458679E-3,3.664951964E-3
1.395606044E0,1.367494464E-3,-5.523622036E-3,3.406524658E-3,6.632107640E-3
1.400301357E0,-1.028940082E-3,-3.093838692E-3,1.524257660E-2,1.558738903E-2
1.404996669E0,1.088760793E-2,-1.257646084E-2,8.773803711E-4,1.665764599E-2
1.409691930E0,-1.022145152E-3,1.123911142E-2,-3.874778748E-3,1.193215474E-2
1.414387242E0,-5.714908242E-3,6.382226944E-3,5.648612976E-3,1.026157032E-2
1.419082555E0,-1.039598882E-2,-7.510781288E-4,3.231048584E-3,1.091239556E-2
1.423777815E0,-5.547419190E-3,-5.479753017E-3,5.578041077E-3,9.587288202E-3
1.428473128E0,-3.141358495E-3,-1.488584280E-2,7.905006409E-3,1.714484107E-2
1.433168440E0,-1.970918477E-2,-1.240637898E-2,7.200241089E-4,2.329997078E-2
1.437863701E0,-5.291476846E-3,9.063780308E-3,7.834434509E-3,1.309695403E-2
1.442559013E0,-7.603198290E-3,-2.894222736E-3,5.395889282E-3,9.762211360E-3
1.447254326E0,1.967862248E-3,-7.633358240E-3,1.484203339E-2,1.680555250E-2
1.451949638E0,1.966729760E-3,-1.470527053E-2,1.234531403E-2,1.930077163E-2
1.456644898E0,4.311069846E-3,6.755769253E-3,-1.148796082E-2,1.400710481E-2
1.461340211E0,-2.826437354E-3,1.963913441E-3,-9.018898010E-3,9.653301272E-3
1.466035523E0,6.703913212E-3,2.328664064E-2,-4.197120667E-3,2.459320855E-2
1.470730784E0,6.665110588E-3,-5.428403616E-3,-2.077388763E-2,2.248211895E-2
1.475426096E0,-1.950338483E-2,1.120892167E-2,-1.348304749E-2,2.622621807E-2
1.480121409E0,-5.086496472E-3,-5.484461784E-3,8.668899536E-4,7.530157078E-3
1.484816669E0,-2.654165030E-3,6.407588720E-3,3.233909607E-3,7.652447749E-3
1.489511982E0,-7.417365909E-3,-1.979395747E-2,5.578041077E-3,2.186166992E-2
1.494207294E0,-2.490580082E-4,6.483584642E-3,-1.345157623E-2,1.493465108E-2
1.498902555E0,2.112850547E-3,1.593255997E-2,5.643844604E-3,1.703418875E-2
1.503597867E0,4.454165697E-3,-5.572408438E-3,1.271438599E-2,1.457898964E-2
1.508293180E0,4.432305694E-3,6.321609020E-3,-1.112079620E-2,1.353810114E-2
1.512988440E0,-7.451981306E-3,1.336947083E-2,-1.536369324E-3,1.538295181E-2
1.517683753E0,-2.627059817E-3,-3.341883421E-3,-1.523017883E-3,4.515441457E-3
1.522379065E0,-2.589896321E-3,3.787726164E-3,3.235816956E-3,5.614707812E-3
1.527074326E0,-5.037352443E-3,1.393526793E-3,1.507091522E-2,1.595146771E-2
1.531769638E0,2.081915736E-3,-5.753606558E-3,1.257038116E-2,1.398044506E-2
1.536464951E0,-1.452945173E-2,-5.694806576E-3,-4.142761230E-3,1.614615310E-2
1.541160211E0,2.188771963E-3,1.334717870E-2,1.012802124E-2,1.689718072E-2
1.545855523E0,1.165080070E-2,-1.019448042E-3,1.004314423E-2,1.541574446E-2
1.550550836E0,2.020835876E-3,2.272933722E-2,4.673004150E-4,2.282377965E-2
1.555246096E0,-5.098491907E-3,1.546046138E-2,-1.377201080E-2,2.132343235E-2
1.559941409E0,1.154290140E-2,1.132875681E-3,1.007175446E-2,1.536106174E-2
1.564636721E0,-3.156960011E-4,1.133650541E-3,-1.873016357E-3,2.212016679E-3
1.569332034E0,4.477173090E-3,3.451287746E-3,-4.230499268E-3,7.060707474E-3
1.574027294E0,2.082258463E-3,-8.458703756E-3,7.668495178E-3,1.160565758E-2
1.578722607E0,4.396423697E-3,-6.032198668E-3,1.472091675E-2,1.650519167E-2
1.583417867E0,9.150922298E-3,1.538425684E-2,-4.383087158E-3,1.842894979E-2
1.588119117E0,-1.232177019E-2,-6.089031696E-3,-4.347801208E-3,1.441546749E-2
1.592808492E0,-5.084306002E-3,-1.080146432E-2,-9.057998657E-3,1.498563107E-2
1.597503753E0,-1.448899508E-2,-1.209080219E-3,5.256652832E-3,1.546044153E-2
1.602199065E0,2.361401916E-2,-3.589332104E-3,2.840042114E-3,2.405350380E-2
1.606894378E0,4.475922883E-2,-8.321434259E-3,2.815246582E-3,4.561316089E-2
1.611589690E0,1.115372777E-2,-1.776108146E-2,-9.074211121E-3,2.285176066E-2
1.616284951E0,-1.265276968E-2,3.725975752E-3,7.612228394E-3,1.522896901E-2
1.620980263E0,-6.950646639E-4,-1.096606255E-3,1.941108704E-2,1.945445862E-2
1.625675523E0,-5.418866873E-3,3.640800714E-3,7.385253906E-3,9.857054493E-3
1.630370836E0,6.477653980E-3,-5.897909403E-3,2.576828003E-3,9.131559504E-3
1.635066148E0,-1.731730998E-2,-1.148760319E-3,-4.565238953E-3,1.794575944E-2
1.639761409E0,-5.378246307E-3,5.990952253E-3,2.164840698E-4,8.053813233E-3
1.644456721E0,-1.252174377E-2,3.607898951E-3,7.333755493E-3,1.495309238E-2
1.649152034E0,-1.008498669E-2,-1.157075167E-3,2.526283264E-3,1.046077849E-2
1.653847294E0,-1.710343361E-2,5.953758955E-3,2.505302429E-3,1.828253886E-2
1.658542607E0,-2.735748887E-3,-1.231998205E-3,-4.634857178E-3,5.521235605E-3
1.663237919E0,9.139314294E-3,1.537099481E-2,-2.224922180E-3,1.802067773E-2
1.667933180E0,-7.559165359E-3,1.997119188E-2,-2.207756042E-3,2.146773563E-2
1.672628492E0,-3.887712955E-4,1.266804338E-2,9.674072266E-3,1.594421965E-2
1.677323805E0,1.384140551E-2,1.966243982E-2,1.433944702E-2,2.799671029E-2
1.682019065E0,-4.676431417E-4,1.001852751E-2,9.474754333E-3,1.379712119E-2
1.686714378E0,-9.909898043E-3,2.826601267E-3,-1.195907593E-2,1.578655285E-2
1.691409690E0,1.869174838E-2,-1.854202151E-2,1.187038422E-2,2.888068629E-2
1.696105003E0,9.060621262E-3,-6.483972073E-3,-9.155273438E-5,1.114204350E-2
1.700800263E0,-5.235999823E-3,1.493686438E-2,4.656791687E-3,1.649882785E-2
1.705495576E0,1.970767975E-3,-1.839712262E-2,2.245903015E-3,1.863819003E-2
1.710190836E0,9.061738849E-3,-2.538055182E-2,4.598617554E-3,2.733925392E-2
1.714886148E0,1.846739650E-2,-1.092210412E-2,-1.859664917E-4,2.145627357E-2
1.719581461E0,8.781522512E-3,-1.322144270E-2,-1.859664917E-4,1.587313039E-2
1.724276721E0,1.549243927E-3,-8.354634047E-3,6.934165955E-3,1.096734810E-2
1.728972034E0,-1.274232566E-2,1.217991114E-3,2.585792542E-2,2.885277582E-2
1.733667346E0,-7.555633783E-4,-1.064571738E-2,1.377964020E-2,1.742930459E-2
1.738362607E0,8.731007576E-3,1.289308071E-3,-2.946853638E-3,9.304663076E-3
1.743057919E0,-3.217414021E-3,6.006240845E-3,-1.004219055E-2,1.213557881E-2
1.747753232E0,1.346495748E-2,-1.064378023E-2,6.652832031E-3,1.840802302E-2
1.752448492E0,-8.683651686E-4,3.664731979E-3,6.597518921E-3,7.596813441E-3
1.757143805E0,3.873392940E-3,-1.062116027E-2,1.795768738E-3,1.144713954E-2
1.761839117E0,-1.989895105E-2,1.320639253E-2,2.076435089E-2,3.164704290E-2
1.766534378E0,-3.080278635E-3,8.362650871E-3,-7.648468018E-4,8.944665265E-3
1.771229690E0,-1.252996922E-2,8.303821087E-3,-5.502700806E-3,1.600728863E-2
1.775925003E0,4.171565175E-3,-1.073697209E-2,8.779525757E-3,1.448325234E-2
1.780620263E0,4.152968526E-3,2.021080256E-2,1.108074188E-2,2.342021623E-2
1.785315576E0,-6.395429373E-4,2.482727170E-2,-8.754730225E-4,2.485093335E-2
1.790010836E0,-6.454586983E-4,-8.618026972E-3,-8.687973022E-4,8.685724758E-3
1.794706148E0,-7.743462920E-3,-1.568171382E-2,8.629798889E-3,1.950258432E-2
1.799401461E0,-2.917006612E-3,-8.449822664E-3,-8.050918579E-3,1.203020036E-2
1.804096721E0,4.185497761E-3,1.767650247E-2,-5.613327026E-3,1.901280019E-2
1.808792034E0,-2.979278564E-3,1.282200217E-2,-8.211135864E-4,1.318916480E-2
1.813487346E0,-5.339473486E-3,-1.814976335E-2,1.558303833E-3,1.898294491E-2
1.818182607E0,-1.005290449E-2,-3.750383854E-3,-3.201484680E-3,1.119713230E-2
1.822877919E0,9.002685547E-3,-1.085588336E-2,2.055454254E-2,2.492765070E-2
1.827573232E0,4.197165370E-3,-8.409380913E-3,2.038288116E-2,2.244539438E-2
1.832268492E0,6.493717432E-3,1.135379076E-3,2.258300781E-2,2.352551155E-2
1.836963805E0,-3.007456660E-3,-1.075595617E-2,5.784988403E-3,1.257781696E-2
1.841659117E0,8.813232183E-3,-1.192271709E-3,1.759910583E-2,1.971859781E-2
1.846354378E0,1.347249746E-2,-8.317828178E-3,1.270580292E-2,2.030103153E-2
1.851049690E0,8.687272668E-3,8.372485638E-3,7.371902466E-4,1.208762473E-2
1.855745003E0,3.856971860E-3,-1.066949964E-2,-8.760452271E-3,1.433387520E-2
1.860440263E0,-3.277659416E-3,-1.078218222E-3,2.216053009E-2,2.242754333E-2
1.865135576E0,8.629336953E-3,-1.295047998E-2,1.960372925E-2,2.502971411E-2
1.869830836E0,3.856137395E-3,-5.741387606E-3,1.706695557E-2,1.841505633E-2
1.874526148E0,-5.678772926E-3,-1.283025742E-2,-2.059936523E-3,1.418123076E-2
1.879221461E0,-3.241509199E-3,3.897041082E-3,-2.041816711E-3,5.464734812E-3
1.883916721E0,-3.227546811E-3,-3.214269876E-3,3.499984741E-4,4.568488611E-3
1.888612034E0,-1.033234596E-2,-7.921785116E-3,2.719879150E-3,1.330074416E-2
1.893307346E0,-1.260204613E-2,-1.019012928E-2,9.817123413E-3,1.894798706E-2
1.898002607E0,-1.725405455E-2,-6.034672260E-4,2.441406250E-4,1.726633069E-2
1.902697919E0,-2.183896303E-2,1.367738843E-2,-6.874084473E-3,2.666953876E-2
1.907393232E0,2.116352320E-3,4.082709551E-3,-1.630783081E-2,1.694381333E-2
1.912088492E0,1.394917071E-2,2.541670203E-2,-4.307746887E-3,2.931117174E-2
1.916783805E0,-1.465380192E-2,-8.032888174E-3,5.219459534E-3,1.750725452E-2
1.921479117E0,-1.457306743E-2,6.282806396E-3,-1.944541931E-3,1.598840811E-2
1.926174378E0,2.118095756E-3,-1.508635283E-2,-4.301071167E-3,1.582983210E-2
1.930869690E0,-5.031257868E-3,-7.830500603E-3,2.854347229E-3,9.735378448E-3
1.935565003E0,2.173796296E-3,-1.487305760E-2,4.587173462E-4,1.503807349E-2
1.940260263E0,-1.727342606E-4,1.843601465E-3,-6.663322449E-3,6.915820236E-3
1.944955576E0,-4.984036088E-3,-5.916655064E-4,5.253791809E-3,7.265880000E-3
1.949650836E0,-1.444528997E-2,8.886694908E-3,4.634857178E-4,1.696627737E-2
1.954346148E0,-9.393975139E-3,1.348495483E-2,-6.656646729E-3,1.773137675E-2
1.959041461E0,-2.416721135E-1,1.109549403E-2,-7.801542282E-1,8.168042239E-1
1.963736721E0,2.413986623E-1,1.536595821E-2,4.886941910E-1,5.452810644E-1
1.968432034E0,-5.683547258E-2,-8.542835712E-4,-6.424732208E-1,6.449828216E-1
1.973127294E0,1.072125137E-1,6.339550018E-3,-5.339050293E-2,1.199385626E-1
1.977822607E0,-8.377829194E-2,-3.214958310E-2,4.144916534E-1,4.240940092E-1
1.982517919E0,8.131678402E-2,6.555828452E-2,-2.035198212E-1,2.287588810E-1
1.987213180E0,2.550095320E-3,-3.452634811E-2,-4.866600037E-3,3.496077082E-2
1.991908492E0,-5.966116488E-2,-1.069578528E-2,8.769989014E-2,1.066073410E-1
1.996603805E0,4.523161054E-2,2.279374003E-2,-1.052293777E-1,1.167847384E-1
2.001299065E0,-1.665520668E-2,8.434563875E-3,7.361984253E-2,7.595010857E-2
2.005994378E0,-9.439110756E-3,-1.560777426E-2,7.299804688E-2,7.524237022E-2
2.010689690E0,4.300063848E-2,2.716013789E-2,-1.055755615E-1,1.171875727E-1
2.015384951E0,-2.850063145E-2,-6.275117397E-3,5.903434753E-2,6.585375677E-2
2.020080263E0,7.147267461E-3,1.508802176E-2,4.667282104E-2,4.956898281E-2
2.024775523E0,1.659536362E-2,-6.297916174E-3,-8.659362793E-2,8.839415275E-2
2.029470836E0,9.327188134E-3,5.600929260E-3,5.412578583E-2,5.520840098E-2
2.034166148E0,9.237319231E-3,-6.355941296E-3,3.706359863E-2,3.872255673E-2
2.038861409E0,-1.212193072E-2,7.972866297E-3,-1.781940460E-2,2.297909880E-2
2.043556721E0,6.977394223E-3,-1.601934433E-3,3.684997559E-3,8.051672564E-3
2.048252034E0,4.533305764E-3,2.927035093E-2,3.654479980E-3,2.984391946E-2
2.052947294E0,1.643088460E-2,5.639493465E-4,1.311683655E-2,2.103196160E-2
2.057642607E0,9.220689535E-3,-1.860022545E-3,2.012634277E-2,2.221599588E-2
2.062337867E0,-7.421866059E-3,7.601261139E-3,3.347396851E-3,1.113859652E-2
2.067033180E0,1.398466527E-2,7.548153400E-3,5.693435669E-3,1.688077878E-2
2.071728492E0,-1.701888442E-2,1.701530814E-2,8.018493652E-3,2.536650111E-2
2.076423753E0,-3.064125776E-4,-6.816774607E-3,-1.340484619E-2,1.504168229E-2
2.081119065E0,4.430651665E-3,-4.376828671E-3,8.063316345E-3,1.018844315E-2
2.085814378E0,6.755366921E-3,-1.862403750E-2,2.223110199E-2,2.977770392E-2
2.090509638E0,-2.650423348E-2,-1.136827469E-2,-8.801460266E-3,3.015257476E-2
2.095204951E0,-2.595886588E-3,-8.889198303E-3,1.737308502E-2,1.968706572E-2
2.099900211E0,-7.360458374E-3,7.834196091E-3,-4.127502441E-3,1.151465381E-2
2.104595523E0,2.209484577E-3,-1.357680559E-2,2.438259125E-2,2.799503935E-2
2.109290836E0,2.207234502E-3,3.129035234E-3,-4.295349121E-3,5.754369619E-3
2.113986096E0,-2.539873123E-3,1.020354033E-2,-9.006500244E-3,1.384486321E-2
2.118681409E0,-4.902824759E-3,2.981752157E-3,2.931594849E-3,6.443817572E-3
2.123376721E0,6.991192698E-3,5.311727524E-3,2.426338196E-2,2.580315734E-2
2.128071982E0,-1.969635487E-4,5.319118500E-4,2.168750763E-2,2.169492365E-2
2.132767294E0,4.539191723E-3,-4.236340523E-3,1.201343536E-2,1.352307183E-2
2.137462555E0,1.398164034E-2,1.716509461E-2,1.903247833E-2,2.919523884E-2
2.142157867E0,4.361450672E-3,1.937747002E-2,9.381294250E-3,2.196627593E-2
2.146853180E0,6.685853004E-3,9.707003832E-3,1.167392731E-2,1.658936806E-2
2.151548440E0,1.872226596E-3,4.891216755E-3,2.085685730E-3,5.637314851E-3
2.156243753E0,4.245668650E-3,-9.375989437E-3,1.630687714E-2,1.928338980E-2
2.160939065E0,2.555318177E-2,2.577990294E-3,1.142406464E-2,2.810908012E-2
2.165634326E0,8.717015386E-3,-9.324729443E-3,-5.280494690E-3,1.381378155E-2
2.170329638E0,-3.232181072E-3,2.270340919E-4,2.323722839E-2,2.346204003E-2
2.175024898E0,1.584097743E-3,-2.136290073E-3,-6.856918335E-4,2.746502181E-3
2.179720211E0,3.931626678E-3,7.355570793E-3,1.355743408E-2,1.591747872E-2
2.184415523E0,3.914132714E-3,1.911354065E-2,-3.166198730E-3,1.976544170E-2
2.189110784E0,1.573286951E-2,-1.191005111E-2,-5.513191223E-3,2.048823511E-2
2.193812763E0,1.558959484E-2,2.408981323E-3,1.351451874E-2,2.077211773E-2
2.198501357E0,1.238554716E-3,9.490132332E-3,1.102828979E-2,1.460204798E-2
2.203196669E0,2.500060201E-2,-1.430630684E-2,6.192207336E-3,2.946258556E-2
2.207891982E0,1.531779766E-2,-7.058203220E-3,1.395225525E-3,1.692335109E-2
2.212587242E0,-1.432150602E-3,-6.988525391E-3,-5.733489990E-3,9.152237429E-3
2.217282555E0,3.312498331E-3,9.719669819E-3,6.179809570E-3,1.198476837E-2
2.221977867E0,-6.218776107E-3,-6.932348013E-3,1.382827759E-3,9.415032546E-3
2.226673128E0,-3.777906299E-3,-4.490822554E-3,8.491516113E-3,1.032210778E-2
2.231368440E0,3.329962492E-3,5.050212145E-3,8.419990540E-3,1.036771593E-2
2.236063701E0,-1.483112574E-3,-4.501461983E-3,5.974769592E-3,7.626313301E-3
2.240759013E0,-1.334731281E-2,2.665489912E-3,-1.194000244E-3,1.366313406E-2
2.245454326E0,-8.475065231E-3,-1.161083579E-2,1.305389404E-2,1.941757936E-2
2.250149586E0,8.251100779E-3,-4.413485527E-3,1.769065857E-2,2.001296877E-2
2.254844898E0,-6.066188216E-3,-6.739377975E-3,3.306388855E-3,9.651427989E-3
2.259540159E0,-1.083017886E-2,4.462897778E-4,1.276874542E-2,1.674911366E-2
2.264235471E0,3.485232592E-3,1.706358790E-2,1.266193390E-2,2.153224207E-2
2.268930784E0,5.788624287E-3,-1.866096258E-2,1.492786407E-2,2.458822526E-2
2.273626044E0,-2.266053855E-2,-1.941680908E-3,1.480388641E-2,2.713715507E-2
2.278321357E0,-3.672023118E-2,1.006242633E-2,-3.792142868E-1,3.811208511E-1
2.283016617E0,-1.052460074E-2,1.682627201E-2,3.595256805E-1,3.600730559E-1
2.287711930E0,3.729081154E-2,1.214995980E-2,-4.051532745E-1,4.070471742E-1
2.292407242E0,-2.955859900E-2,-1.632952690E-2,-1.099119186E-1,1.149825816E-1
2.297102503E0,2.259510756E-2,7.263869047E-3,2.706499100E-1,2.716885652E-1
2.301797815E0,2.036236227E-2,1.916292310E-2,-9.227371216E-2,9.641722551E-2
2.306493128E0,3.683567047E-3,9.579151869E-3,-1.556682587E-2,1.864550574E-2
2.311188388E0,-3.223644197E-2,-2.495110035E-3,6.760215759E-2,7.493640955E-2
2.315883701E0,2.742791176E-2,1.425933838E-2,-8.244705200E-2,8.805189071E-2
2.320578961E0,2.732780576E-2,4.745364189E-3,6.536483765E-2,7.100626345E-2
2.325274273E0,-8.590221405E-3,-2.387115359E-2,4.345703125E-2,5.032034820E-2
2.329969586E0,2.714826167E-2,9.586691856E-3,-9.215641022E-2,9.654914146E-2
2.334664846E0,-1.808997989E-2,-1.658406854E-2,5.335903168E-2,5.873214591E-2
2.339360159E0,1.041090488E-2,-6.972402334E-3,5.053997040E-2,5.207004842E-2
2.344055419E0,1.745896041E-2,-3.060397506E-2,-3.530311584E-2,4.987713481E-2
2.348750732E0,-1.114495099E-2,1.002922654E-2,5.753517151E-2,5.945663359E-2
2.353446044E0,-3.918156028E-3,-4.280149937E-3,2.479553223E-3,6.310294313E-3
2.358141305E0,-1.576296985E-2,5.315095186E-3,-2.284049988E-3,1.679101962E-2
2.362836617E0,-6.208837032E-3,-6.582796574E-3,3.095340729E-2,3.224897348E-2
2.367531878E0,-1.574660838E-2,-8.889317513E-3,-1.544952393E-4,1.808312777E-2
2.372227190E0,1.050247252E-2,1.257985830E-2,1.645946503E-2,2.322646665E-2
2.376922503E0,-1.491710544E-3,5.660653114E-4,1.632022858E-2,1.639803315E-2
2.381617763E0,-3.865212202E-3,-1.129159331E-2,1.143741608E-2,1.653040929E-2
2.386313076E0,7.990956306E-3,-1.355955005E-2,3.032493591E-2,3.416604335E-2
2.391008336E0,-6.354287267E-3,-1.598984003E-3,1.108646393E-2,1.287801999E-2
2.395703648E0,-3.912299871E-3,3.142625093E-3,1.502990723E-3,5.238431433E-3
2.400398961E0,-1.101049781E-2,-4.019647837E-3,1.489639282E-3,1.181556837E-2
2.405094221E0,8.081391454E-3,7.916808128E-3,1.334381104E-2,1.749405704E-2
2.409789534E0,3.312751651E-3,7.430315018E-4,1.323318481E-2,1.366175683E-2
2.414484794E0,8.019655943E-3,-1.586309075E-2,1.312255859E-2,2.209420905E-2
2.419180107E0,1.031264663E-2,1.038229465E-2,1.063919067E-2,1.809240451E-2
2.423875419E0,-6.453126669E-3,1.505303383E-2,3.190612793E-2,3.586415579E-2
2.428570680E0,1.022607088E-2,5.475848913E-3,1.028537750E-2,1.550311057E-2
2.433265992E0,-8.826032281E-3,1.258802414E-2,-4.034042358E-3,1.589436049E-2
2.437961253E0,1.261961460E-2,-4.116177559E-3,1.023674011E-2,1.676270976E-2
2.442656565E0,1.724806428E-2,6.464123726E-4,1.015090942E-2,2.002384909E-2
2.447351878E0,-9.037822485E-3,1.723372936E-2,7.692337036E-3,2.092500208E-2
2.452047138E0,2.861440182E-3,9.954005480E-3,2.881050110E-3,1.075037277E-2
2.456742451E0,1.234528422E-2,-1.982510090E-3,1.472187042E-2,1.931501637E-2
2.461437711E0,-4.350692034E-3,-9.074360132E-3,2.736091614E-3,1.042874538E-2
2.466133023E0,-1.141601801E-2,-1.610714197E-2,1.695156097E-2,2.602154702E-2
2.470828336E0,-6.558939815E-3,-4.125952721E-3,7.319450378E-3,1.065915246E-2
2.475523596E0,1.246571541E-2,7.784277201E-3,2.149677277E-2,2.604035851E-2
2.480218909E0,5.258470774E-3,1.247665286E-2,1.182651520E-2,1.797734250E-2
2.484914169E0,5.202502012E-3,-6.627857685E-3,6.980895996E-3,1.094200318E-2
2.489609482E0,9.864434600E-3,-8.962959051E-3,1.166629791E-2,1.771282620E-2
2.494304794E0,-4.410579801E-3,1.722425222E-2,-2.946853638E-4,1.778243286E-2
2.499000055E0,-5.884809792E-2,1.949217916E-2,-2.185935974E-1,2.272140060E-1
2.503695367E0,6.482006609E-2,-2.212256193E-3,3.384733200E-1,3.446312862E-1
2.508390628E0,1.223511994E-2,-4.499793053E-3,-2.053594589E-1,2.057728205E-1
2.513085940E0,-1.392315328E-2,9.926795959E-3,-1.633033752E-1,1.641961870E-1
2.517781253E0,1.440052688E-2,-9.326279163E-3,1.821146011E-1,1.829209737E-1
2.522476513E0,-2.821519971E-2,2.653777599E-3,-3.770256042E-2,4.716591028E-2
2.527171826E0,2.909940481E-2,-4.391759634E-3,-2.551841736E-2,3.895192598E-2
2.531867086E0,-2.824775875E-2,-4.456311464E-3,7.197570801E-2,7.744867416E-2
2.536562398E0,-1.979425550E-3,-6.752938032E-3,-7.099628448E-2,7.134418482E-2
2.541257711E0,-1.861840487E-3,7.608115673E-3,1.739692688E-2,1.907886105E-2
2.545952971E0,-2.087074518E-2,-1.388469338E-2,4.809665680E-2,5.423708243E-2
2.550648284E0,7.794827223E-3,1.708871126E-2,-5.196475983E-2,5.525504183E-2
2.555343544E0,-3.973902762E-2,-6.743937731E-3,2.202987671E-2,4.593458915E-2
2.560038857E0,-1.454800367E-3,7.532715797E-3,2.896308899E-2,2.996195546E-2
2.564734169E0,-6.144866347E-3,3.910958767E-4,-2.347946167E-2,2.427338993E-2
2.569429430E0,-3.762140870E-3,-1.383799314E-2,2.654552460E-2,3.017132139E-2
2.574124742E0,9.745210409E-4,-1.139557362E-2,2.869510651E-2,3.089041804E-2
2.578820003E0,5.728334188E-3,1.484024525E-2,-4.761695862E-3,1.660483180E-2
2.583515315E0,-8.597165346E-3,-1.377549767E-2,3.324222565E-2,3.699623162E-2
2.588210576E0,3.297522664E-3,-4.186004400E-3,1.160717010E-2,1.277194920E-2
2.592905888E0,5.630791187E-3,-6.484866142E-3,2.100372314E-2,2.269175366E-2
2.597601201E0,8.533746004E-4,-4.103064537E-3,1.133537292E-2,1.208528304E-2
2.602296461E0,3.206089139E-3,6.317198277E-4,-2.999305725E-3,4.435528417E-3
2.606991773E0,3.194630146E-3,-8.853614330E-3,1.363754272E-2,1.657029632E-2
2.611687034E0,1.270310581E-2,7.231533527E-4,2.776145935E-2,3.053834431E-2
2.616382346E0,3.120988607E-3,7.286071777E-4,3.802299500E-3,4.972818093E-3
2.621077659E0,1.020056009E-2,1.019722223E-2,6.142616272E-3,1.567694173E-2
2.625772919E0,1.244798303E-2,-4.142493010E-3,-1.029968262E-3,1.315953511E-2
2.630468232E0,-1.905187964E-3,1.965996623E-2,3.726005554E-3,2.010042613E-2
2.635163492E0,1.708069444E-2,-1.876652241E-3,1.793098450E-2,2.483530050E-2
2.639858805E0,-4.429727793E-3,-1.878470182E-3,1.540756226E-2,1.614137891E-2
2.644554117E0,2.742901444E-3,-1.880884171E-3,-1.331329346E-3,3.582411398E-3
2.649249378E0,5.108192563E-3,9.982347488E-3,8.171081543E-3,1.387470599E-2
2.653944690E0,2.793848515E-3,1.705694199E-2,-1.105365753E-1,1.118797539E-1
2.658639951E0,-1.399421692E-2,-2.198338509E-3,2.534275055E-1,2.538231103E-1
2.663335263E0,-2.561168373E-2,-1.160463691E-2,-1.093568802E-1,1.129139194E-1
2.668030523E0,7.497519255E-4,3.127020597E-2,-1.297979355E-1,1.335136396E-1
2.672725836E0,-2.079448104E-2,-1.657873392E-2,1.275463104E-1,1.302893939E-1
2.677421148E0,-8.598119020E-3,1.681834459E-2,-3.249645233E-2,3.758728215E-2
2.682116409E0,8.184820414E-3,-2.237379551E-3,-6.117820740E-3,1.046063493E-2
2.686811721E0,-2.054002881E-2,-2.292811871E-3,2.951908112E-2,3.603506514E-2
2.691506982E0,1.041071117E-2,-1.884528995E-2,-3.242206573E-2,3.891938086E-2
2.696202294E0,-8.642017841E-3,-1.158767939E-2,2.954387665E-2,3.289071956E-2
2.700897607E0,-2.284868062E-2,-1.153627038E-2,5.777072906E-2,6.318706257E-2
2.705592867E0,-3.688260913E-3,9.927272797E-3,-2.576160431E-2,2.785344270E-2
2.710288180E0,-2.737107873E-2,1.225721836E-2,4.326915741E-2,5.264632310E-2
2.714983440E0,1.319468021E-3,3.114897013E-2,1.918029785E-2,3.660441451E-2
2.719678753E0,3.697514534E-3,-2.320110798E-3,-2.131748199E-2,2.175981540E-2
2.724374065E0,1.551985741E-2,1.191845536E-2,2.394294739E-2,3.092216489E-2
2.729069326E0,1.775126159E-2,4.711359739E-3,1.662540436E-2,2.477313603E-2
2.733764638E0,-6.109312177E-3,-7.181495428E-3,-9.613037109E-3,1.346506793E-2
2.738459898E0,-3.696769476E-3,-2.365618944E-3,7.076263428E-3,8.326809812E-3
2.743155211E0,1.290373504E-2,1.190224290E-2,1.413536072E-2,2.253837143E-2
2.747850471E0,1.755812764E-2,-1.188659668E-2,1.164627075E-2,2.419121017E-2
2.752545784E0,-1.104570925E-2,-1.180559397E-2,2.058029175E-3,1.629770615E-2
2.757241044E0,-6.191715598E-3,-1.409757137E-2,-2.705574036E-3,1.563326554E-2
2.761936357E0,3.395900130E-3,-1.156803966E-2,1.392936707E-2,1.842224053E-2
2.766631669E0,-3.466638923E-2,-6.687313318E-3,3.516864777E-2,4.983284547E-2
2.771326930E0,1.069419086E-2,-1.376706362E-2,1.155529022E-1,1.168604765E-1
2.776022242E0,2.497273684E-2,3.158429265E-2,-1.084527969E-1,1.156858431E-1
2.780717555E0,-2.038982511E-2,-1.855456829E-2,5.855083466E-2,6.471643695E-2
2.785412815E0,2.247981727E-2,1.240172982E-2,3.433036804E-2,4.286862789E-2
2.790108128E0,2.247859538E-2,5.275547504E-3,-4.899883270E-2,5.416644956E-2
2.794803388E0,8.948743343E-4,5.185812712E-3,4.869556427E-2,4.897909180E-2
2.799498701E0,3.219813108E-3,-4.394739866E-3,-1.340770721E-2,1.447230278E-2
2.804193961E0,1.038353145E-2,1.229184866E-2,1.280879974E-2,2.056629815E-2
