"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.888695000E-1,1.443347335E-2,6.220787764E-3,-5.797386169E-3,1.675210553E-2
1.936585100E-1,1.177714765E-2,-5.588382483E-3,1.346588135E-3,1.310513354E-2
1.984475730E-1,1.616564393E-2,-5.469322205E-3,-8.017539978E-3,1.885530367E-2
2.032366350E-1,8.756518364E-3,3.981232643E-3,-1.716136932E-2,1.967331757E-2
2.080256460E-1,1.785066724E-2,1.087391376E-2,-2.739906311E-3,2.108068803E-2
2.128147080E-1,-3.610506654E-3,1.758342981E-2,-2.838706970E-2,3.358628423E-2
2.176037710E-1,1.516759396E-2,-8.559733629E-3,1.902675629E-2,2.579423193E-2
2.223927810E-1,1.016910374E-2,7.958263159E-3,2.094173431E-2,2.460286283E-2
2.271818440E-1,-6.363704801E-3,-6.251841784E-3,-1.228237152E-2,1.518021458E-2
2.319709060E-1,-1.792088151E-2,-3.797620535E-3,9.056091309E-3,2.043508516E-2
2.367599160E-1,-1.050162315E-2,3.318101168E-3,3.229904175E-2,3.412509314E-2
2.415489790E-1,1.504793763E-3,3.287792206E-3,-2.227020264E-2,2.256182411E-2
2.462467390E-1,-7.918223739E-3,-1.459121704E-3,-1.713466644E-2,1.893209173E-2
2.509419480E-1,-1.249402761E-2,7.960706949E-3,1.838874817E-2,2.361397130E-2
2.556371040E-1,-4.471391439E-4,8.307397366E-4,-1.247024536E-2,1.250588187E-2
2.603323120E-1,-5.118250847E-3,7.894247770E-3,-1.692867279E-2,1.936738501E-2
2.650275210E-1,-9.761556983E-3,-8.682727814E-3,-2.525329590E-3,1.330620331E-2
2.697226770E-1,6.876930594E-3,3.229886293E-3,-1.287460327E-4,7.598744331E-3
2.744178850E-1,1.149989665E-2,1.022952795E-2,-2.475738525E-3,1.558910344E-2
2.791130940E-1,-1.689614356E-2,-4.102826118E-3,-9.485244751E-3,1.980612827E-2
2.838082500E-1,-1.280605793E-4,5.354344845E-3,-1.402473450E-2,1.501261423E-2
2.885034580E-1,2.215057611E-3,7.623463869E-3,5.031585693E-3,9.398964633E-3
2.931986660E-1,-9.568944573E-3,-1.908332109E-3,7.301330566E-3,1.218670832E-2
2.978938230E-1,4.699036479E-3,-1.870006323E-3,-2.341556549E-2,2.395551241E-2
3.025890310E-1,4.611909389E-3,-4.214495420E-3,-1.597595215E-2,1.715408776E-2
3.072842390E-1,6.910279393E-3,-8.877724409E-3,-8.658409119E-3,1.419626713E-2
3.119793960E-1,-5.014255643E-3,6.622672081E-4,-1.088047028E-2,1.199858287E-2
3.166746040E-1,1.622755826E-2,6.316304207E-4,5.777359009E-3,1.723689302E-2
3.213698120E-1,8.899748325E-3,-4.082828760E-3,-6.093025208E-3,1.153256117E-2
3.260650210E-1,8.754670620E-3,-1.344212890E-2,-8.359909058E-3,1.808931083E-2
3.307601770E-1,3.693430126E-2,-8.549630642E-3,3.550529480E-3,3.807683092E-2
3.354553850E-1,1.277901232E-2,8.088320494E-3,1.139640808E-3,1.516650472E-2
3.401505940E-1,2.909737825E-2,-6.172567606E-3,1.291656494E-2,3.242831574E-2
3.448457500E-1,1.693680882E-2,8.104860783E-3,2.217292786E-2,2.905482733E-2
3.495409580E-1,2.612768114E-2,2.218618989E-2,1.478862762E-2,3.733076815E-2
3.542361660E-1,1.637446880E-2,6.776452065E-4,7.508277893E-3,1.802655454E-2
3.589313230E-1,6.755247712E-3,1.720011234E-2,3.252029419E-4,1.848196400E-2
3.636265310E-1,9.013831615E-3,2.167272568E-2,2.680778503E-3,2.362504544E-2
3.683217390E-1,1.363469660E-2,1.192170382E-2,-4.438400269E-3,1.864755668E-2
3.730168960E-1,-7.251203060E-4,-2.395361662E-3,2.704620361E-3,3.684905460E-3
3.777121040E-1,8.720502257E-3,2.359899879E-2,-4.417419434E-3,2.554356079E-2
3.824073120E-1,8.625119925E-3,6.771355867E-3,-1.617336273E-2,1.954025629E-2
3.871024690E-1,3.749281168E-3,-9.900569916E-3,5.664825439E-4,1.060185344E-2
3.918097080E-1,1.328304410E-3,-2.158710361E-2,1.473999023E-2,2.617316845E-2
3.964928850E-1,-5.762934685E-3,4.656374454E-3,3.776550293E-4,7.418615947E-3
4.011880410E-1,-8.070647717E-3,-2.511084080E-3,2.164745331E-2,2.323904328E-2
4.058832500E-1,-1.032210886E-2,-9.566545486E-3,-2.252578735E-3,1.425267817E-2
4.105784580E-1,-3.061696887E-3,4.769891500E-3,1.401901245E-4,5.669700700E-3
4.152736140E-1,8.843883872E-3,-7.102936506E-3,1.196384430E-2,1.648634463E-2
4.199688230E-1,-7.798179984E-3,2.419441938E-3,0.000000000E0,8.164882752E-3
4.246640310E-1,-1.248128712E-2,4.737675190E-3,4.730224609E-3,1.416344306E-2
4.293591870E-1,-1.705700159E-2,-4.799246788E-3,-5.531311035E-5,1.771939989E-2
4.340543960E-1,-5.048573017E-3,-2.399653196E-3,-1.425266266E-2,1.530963154E-2
4.387496040E-1,-5.033567548E-3,7.072865963E-3,-1.646423340E-2,1.861271653E-2
4.434447600E-1,-1.685339212E-2,7.032454014E-3,2.648353577E-3,1.845280500E-2
4.481399690E-1,-3.091433644E-2,-9.576916695E-3,4.987716675E-3,3.274585239E-2
4.528351770E-1,-4.584014416E-3,-7.100015879E-3,-1.637268066E-2,1.842520246E-2
4.575303330E-1,-6.915673614E-3,-7.017016411E-3,1.694679260E-2,1.960252128E-2
4.622255410E-1,1.211547852E-2,1.200753450E-2,-1.164340973E-2,2.065271640E-2
4.669207500E-1,1.198007166E-2,-7.026165724E-3,-2.050399780E-3,1.403899074E-2
4.716159060E-1,7.081404328E-3,1.584291458E-4,7.444381714E-3,1.027570952E-2
4.763111140E-1,1.647397876E-2,1.437586546E-2,-1.868724823E-2,2.876231441E-2
4.810063230E-1,4.481598735E-3,4.764199257E-3,-4.285812378E-3,7.819879124E-3
4.857015310E-1,4.454061389E-3,4.752933979E-3,5.235671997E-3,8.357111075E-3
4.903966870E-1,2.029612660E-3,9.480953217E-3,2.815246582E-3,1.009620794E-2
4.950918960E-1,1.387383044E-2,-7.218211889E-3,-4.321098328E-3,1.622521632E-2
4.997871040E-1,2.320827544E-2,1.415896416E-2,-6.649017334E-3,2.798767133E-2
5.044822600E-1,-7.253885269E-4,9.320557117E-3,-1.369571686E-2,1.658226866E-2
5.091774690E-1,8.778393269E-3,-4.980564117E-3,-6.454467773E-3,1.198024881E-2
5.138726770E-1,-3.167361021E-3,-1.854300499E-4,-4.024505615E-3,5.124763954E-3
5.185678330E-1,-3.121182323E-3,2.194613218E-3,7.867813110E-3,8.744174598E-3
5.232630410E-1,1.829127967E-2,-9.644478559E-3,5.426406860E-3,2.137832478E-2
5.279582500E-1,1.342795789E-2,4.705548286E-3,5.378723145E-3,1.521127544E-2
5.326534060E-1,-3.304183483E-3,1.649945974E-2,-4.156112671E-3,1.733271683E-2
5.373486140E-1,8.570313454E-3,-2.611249685E-3,6.237030029E-4,8.980974504E-3
5.420438230E-1,-3.347799182E-3,-1.440984011E-2,-1.751899719E-3,1.489699312E-2
5.467389790E-1,-5.703464150E-3,-9.530931711E-3,-1.834011078E-2,2.144126456E-2
5.514341870E-1,-2.227118611E-2,-1.658356190E-2,-1.343631744E-2,3.084728323E-2
5.561293960E-1,-7.125884295E-4,-4.571914673E-3,-1.569175720E-2,1.635975031E-2
5.608245520E-1,1.114393771E-2,-2.181082964E-3,-1.081371307E-2,1.568058867E-2
5.655197600E-1,1.100981236E-2,-4.499167204E-3,3.513336182E-3,1.240169362E-2
5.702149690E-1,-1.279297471E-2,-2.103444934E-2,-1.549530029E-2,2.908973345E-2
5.749101250E-1,-2.690680325E-2,-1.373282075E-2,-3.500938416E-3,3.041090260E-2
5.796053330E-1,-3.615725040E-2,-6.463766098E-3,6.022453308E-3,3.722092117E-2
5.843005410E-1,2.127021551E-3,7.447302341E-4,3.600120544E-3,4.247318182E-3
5.889956980E-1,-9.767428041E-3,-3.998935223E-3,-8.294105530E-3,1.342334980E-2
5.936909060E-1,-1.447238028E-2,-6.358534098E-3,-1.060009003E-2,1.903267337E-2
5.983861140E-1,-7.216259837E-3,-1.344478130E-2,-8.138656616E-3,1.729376425E-2
6.030812710E-1,4.751592875E-3,9.133815765E-4,1.420974731E-3,5.042922757E-3
6.077764790E-1,-1.196703315E-2,-3.831714392E-3,-9.651184082E-4,1.260251447E-2
6.124716870E-1,-1.185044646E-2,9.253621101E-4,-3.330230713E-3,1.234422185E-2
6.171668440E-1,1.196569204E-2,1.278975606E-2,8.563041687E-3,1.949567462E-2
6.218620520E-1,-1.181770861E-2,3.199309111E-3,-3.372192383E-3,1.269903528E-2
6.265572600E-1,4.879504442E-3,7.926106453E-3,2.513122559E-2,2.679946318E-2
6.312524160E-1,-7.093533874E-3,-8.742421865E-3,1.192092896E-3,1.132118582E-2
6.359476250E-1,2.443864942E-3,3.203660250E-3,1.541996002E-2,1.593772512E-2
6.406428330E-1,2.467721701E-3,7.959306240E-3,2.478504181E-2,2.614839390E-2
6.453379890E-1,2.492293715E-3,3.183156252E-3,-8.640289307E-3,9.539319210E-3
6.500331980E-1,1.669740677E-2,5.537241697E-3,-3.822326660E-3,1.800207264E-2
6.547284060E-1,1.182755828E-2,2.211010456E-2,-8.535385132E-3,2.648774543E-2
6.594235620E-1,2.123649418E-2,-1.365911961E-2,3.400802612E-3,2.547794521E-2
6.641187710E-1,9.182766080E-3,-4.073739052E-3,1.286315918E-2,1.632113375E-2
6.688139790E-1,1.975268126E-3,1.255035400E-2,3.263473511E-3,1.311729123E-2
6.735091350E-1,1.146541536E-2,1.010999084E-2,-6.252288818E-3,1.651541036E-2
6.782043440E-1,1.610241830E-2,-4.202693701E-3,-1.806640625E-2,2.456309313E-2
6.828995520E-1,8.808985353E-3,5.360424519E-3,3.440856934E-3,1.087068859E-2
6.875947080E-1,-7.772907615E-3,1.244208217E-2,3.414154053E-3,1.506253462E-2
6.922899160E-1,-1.240876317E-2,1.231780648E-2,3.385543823E-3,1.780920175E-2
6.969851250E-1,-7.486179471E-3,7.448792458E-3,9.851455688E-4,1.060650291E-2
7.016802810E-1,-2.398973703E-2,-1.873496175E-2,-6.140708923E-3,3.105180479E-2
7.063754890E-1,-1.676380634E-5,-1.960396767E-3,1.029014587E-3,2.214115518E-3
7.110706980E-1,9.519129992E-3,-1.907497644E-3,5.768775940E-3,1.129296945E-2
7.157658540E-1,-2.141997218E-2,1.472684741E-2,-3.771781921E-3,2.626635836E-2
7.204610620E-1,-2.842898667E-2,2.747952938E-3,5.750656128E-3,2.913466276E-2
7.251562710E-1,-1.164986193E-2,-2.041280270E-3,5.701065063E-3,1.312967064E-2
7.298514270E-1,-1.390880346E-2,-1.150810719E-2,9.078979492E-4,1.807527658E-2
7.345466350E-1,-1.617720723E-2,-1.884728670E-3,-1.471519470E-3,1.635296932E-2
7.392418440E-1,-4.162028432E-3,1.237654686E-2,-1.569557190E-2,2.041696280E-2
7.439370000E-1,-8.883625269E-3,7.534742355E-3,5.791664124E-3,1.300901663E-2
7.486322080E-1,-1.119299233E-2,2.171638608E-2,-3.748893738E-3,2.471717431E-2
7.533274160E-1,7.873713970E-3,-4.559725523E-3,1.763916016E-2,1.984758019E-2
7.580225730E-1,-1.115809381E-2,2.576291561E-3,8.001327515E-3,1.397002425E-2
7.627177810E-1,7.878690958E-4,-4.584372044E-3,3.187179565E-3,5.638733752E-3
7.674129890E-1,-1.546457410E-3,4.924744368E-3,-1.585006714E-3,5.399711464E-3
7.721081460E-1,7.974833250E-3,-1.174709201E-2,1.741218567E-2,2.246722826E-2
7.768033540E-1,5.523175001E-3,7.342129946E-3,-6.461143494E-3,1.123203942E-2
7.814985620E-1,5.463942885E-3,-4.574596882E-3,-1.662254333E-3,7.317424271E-3
7.861937190E-1,-4.113689065E-3,7.307887077E-3,7.842063904E-3,1.148153376E-2
7.908889270E-1,7.718831301E-3,-4.610866308E-3,-1.120758057E-2,1.436837872E-2
7.955841350E-1,-8.967086673E-3,1.916402578E-2,-1.585960388E-2,2.644230631E-2
8.002792910E-1,-1.786038280E-3,1.189395785E-2,-1.490592957E-3,1.211932480E-2
8.049745000E-1,4.098586738E-2,-1.910147071E-2,8.012771606E-3,4.592289208E-2
8.096697080E-1,1.936089993E-2,4.766523838E-3,1.031875610E-2,2.245085573E-2
8.143648640E-1,1.678609848E-2,-1.069903374E-5,1.260471344E-2,2.099171307E-2
8.190600730E-1,-7.067516446E-3,7.088571787E-3,3.007888794E-3,1.045203491E-2
8.237552810E-1,1.433588564E-2,4.636049271E-3,-1.125526428E-2,1.880668881E-2
8.284504370E-1,-2.377793193E-3,-9.631603956E-3,-1.116085052E-2,1.493272513E-2
8.331456460E-1,1.429645717E-2,-1.191595197E-2,-1.575469971E-3,1.867781316E-2
8.378408540E-1,1.653876901E-2,4.801213741E-3,-1.105403900E-2,2.046397596E-2
8.425360100E-1,2.180501819E-3,-2.349764109E-3,-3.842353821E-3,5.003964671E-3
8.472312190E-1,-1.680473983E-2,-2.130499482E-2,-3.808975220E-3,2.740091928E-2
8.519264270E-1,2.334326506E-3,-1.637339592E-2,-1.403808594E-3,1.659842923E-2
8.566215830E-1,-1.428021491E-2,-1.148232818E-2,-1.391410828E-3,1.837673590E-2
8.613167910E-1,-1.417262852E-2,-9.034365416E-3,-6.125450134E-3,1.788866393E-2
8.660120000E-1,-9.319275618E-3,-1.369774342E-2,-8.448600769E-3,1.859720215E-2
8.707071560E-1,-1.394315064E-2,-1.829278469E-2,5.861282349E-3,2.373588111E-2
8.754023640E-1,-6.720632315E-3,-1.493632793E-3,3.439903259E-3,7.696153069E-3
8.800975730E-1,9.990662336E-3,-8.620411158E-3,5.784988403E-3,1.440801559E-2
8.847927290E-1,-2.089402080E-2,-8.513182402E-3,5.738258362E-3,2.328007708E-2
8.894879370E-1,-6.522297859E-3,8.203893900E-3,9.441375732E-4,1.052310032E-2
8.941831460E-1,-8.852258325E-3,1.526188850E-2,8.055686951E-3,1.939540694E-2
8.988783020E-1,-1.353567839E-2,-1.573339105E-2,-1.574134827E-2,2.604888152E-2
9.035735100E-1,1.266738772E-2,1.528117061E-2,1.049232483E-2,2.245140902E-2
9.082686660E-1,1.258048415E-2,-1.449823380E-3,5.661010742E-3,1.387146755E-2
9.129638750E-1,-4.117667675E-3,-6.175845861E-3,1.273250580E-2,1.473814653E-2
9.176590830E-1,2.994686365E-3,1.046580076E-2,5.506515503E-3,1.219929691E-2
9.223542390E-1,2.930045128E-3,1.038625836E-2,7.133483887E-4,1.081519270E-2
9.270494480E-1,1.001195610E-2,8.164644241E-4,-8.784294128E-3,1.334427601E-2
9.317446560E-1,2.799347043E-3,5.562573671E-3,-3.965377808E-3,7.382600550E-3
9.364398640E-1,-1.147267222E-2,1.261425018E-2,5.558967590E-3,1.793442601E-2
9.411350210E-1,4.476457834E-4,1.014393568E-2,7.648468018E-4,1.018257376E-2
9.458302290E-1,-9.029850364E-3,1.481229067E-2,5.505561829E-3,1.820036713E-2
9.505253850E-1,-1.130971313E-2,2.178633213E-2,7.133483887E-4,2.455733586E-2
9.552205940E-1,1.255847514E-2,-2.116352320E-3,1.731872559E-2,2.149726729E-2
9.599158020E-1,-8.885249496E-3,5.084186792E-3,5.664825439E-4,1.025268338E-2
9.646109580E-1,-3.962859511E-3,3.031790257E-4,-1.130008698E-2,1.197865346E-2
9.693061660E-1,1.026865840E-2,7.426410913E-3,-1.120662689E-2,1.691701542E-2
9.740013750E-1,5.425900221E-3,1.686373353E-2,1.261520386E-2,2.174785668E-2
9.786965310E-1,-6.439477205E-3,7.268249989E-3,5.393981934E-3,1.110807660E-2
9.833917390E-1,-6.399020553E-3,2.470731735E-3,-6.515502930E-3,9.460642566E-3
9.880869480E-1,3.133505583E-3,2.458423376E-3,-4.089355469E-3,5.708373751E-3
9.927821040E-1,5.467966199E-3,2.617505193E-2,-1.354694366E-2,2.997585162E-2
9.974773120E-1,-4.080548882E-3,2.207487822E-3,-8.688926697E-3,9.849940548E-3
1.002172521E0,-1.629427075E-3,2.225637436E-3,8.764266968E-4,2.894238820E-3
1.006867677E0,-1.543328166E-3,1.173520088E-2,-6.245613098E-3,1.338299236E-2
1.011562885E0,-1.815204322E-2,1.164507866E-2,9.241104126E-4,2.158607213E-2
1.016258094E0,-8.464127779E-3,-2.681583166E-3,-3.828048706E-3,9.668831586E-3
1.020953250E0,-1.072134078E-2,-1.691713929E-2,-1.422882080E-3,2.007887804E-2
1.025648458E0,-1.151904464E-3,4.559189081E-3,-1.412391663E-3,4.909983623E-3
1.030343614E0,-1.776477695E-2,-2.589195967E-3,1.046371460E-2,2.077933009E-2
1.035038823E0,-1.525616646E-2,-1.679664850E-2,1.749610901E-2,2.865295528E-2
1.039734031E0,-3.248646855E-3,-7.156878710E-3,7.400512695E-4,7.894447108E-3
1.044429187E0,8.574858308E-3,5.739927292E-5,-2.299404144E-2,2.454093380E-2
1.049124396E0,-1.283477247E-2,-1.651787758E-2,1.279163361E-2,2.451933022E-2
1.053819604E0,-1.268269122E-2,9.729176760E-3,5.568504333E-3,1.692677694E-2
1.058514760E0,-3.096908331E-3,4.910051823E-3,5.521774292E-3,8.011831341E-3
1.063209969E0,1.691520214E-3,1.674118638E-2,7.305145264E-4,1.684227459E-2
1.067905177E0,1.590329409E-2,2.135512233E-2,1.496219635E-2,3.054215664E-2
1.072600333E0,-3.223717213E-3,-1.203548908E-2,1.009082794E-2,1.603340758E-2
1.077295541E0,1.565769315E-3,-1.430040598E-2,5.263328552E-3,1.531848139E-2
1.081990750E0,1.343399286E-2,2.141967416E-2,1.233768463E-2,2.813348658E-2
1.086685906E0,3.733381629E-3,4.639297724E-3,1.460647583E-2,1.577372365E-2
1.091381114E0,1.347154379E-3,-7.228434086E-3,-2.123832703E-3,7.653479575E-3
1.096076323E0,-3.365591168E-3,9.478539228E-3,1.925182343E-2,2.172101782E-2
1.100771479E0,8.487179875E-3,7.006078959E-3,4.852294922E-3,1.202755713E-2
1.105466687E0,-1.057802141E-2,4.610806704E-3,1.667690277E-2,2.027987084E-2
1.110161896E0,1.565606892E-2,6.953507662E-3,2.301216125E-3,1.728465674E-2
1.114857052E0,1.079668105E-2,-4.961133003E-3,2.283096313E-3,1.209932606E-2
1.119552260E0,2.498735487E-2,1.407212019E-2,9.383201599E-3,3.017344764E-2
1.124247469E0,-1.783193648E-2,1.159024239E-2,-7.302284241E-3,2.248632990E-2
1.128942625E0,-5.802065134E-3,-1.694497466E-2,-9.613037109E-3,2.032748407E-2
1.133637833E0,-1.291295886E-2,-1.207798719E-2,-7.161140442E-3,1.907627358E-2
1.138332989E0,-5.699008703E-3,-7.223308086E-3,-7.101058960E-3,1.162238866E-2
1.143028198E0,-3.261789680E-3,-7.155418396E-3,7.629394531E-5,7.864165887E-3
1.147723406E0,-1.036466658E-2,2.431690693E-3,-9.414672852E-3,1.421180840E-2
1.152418562E0,-1.026232541E-2,4.684925079E-5,4.902839661E-3,1.137344954E-2
1.157113771E0,-5.415067077E-3,-1.788139343E-6,2.147006989E-2,2.214242208E-2
1.161808979E0,2.315066755E-2,-1.185908914E-2,2.309799194E-3,2.611372389E-2
1.166504135E0,-5.500867963E-3,-9.350806475E-3,4.666328430E-3,1.180981588E-2
1.171199344E0,-1.255770028E-2,4.972696304E-3,2.254486084E-3,1.369329224E-2
1.175894552E0,-1.718284190E-2,-2.828085423E-2,6.982803345E-3,3.382035355E-2
1.180589708E0,-1.227793097E-2,-4.308044910E-3,-2.566337585E-3,1.326246314E-2
1.185284916E0,-1.690541208E-2,7.600516081E-3,-2.544403076E-3,1.870921669E-2
1.189980125E0,-9.629905224E-3,-1.917779446E-3,-7.266044617E-3,1.221508727E-2
1.194675281E0,4.676192999E-3,-1.894116402E-3,1.177597046E-2,1.281124265E-2
1.199370489E0,-4.837423563E-3,3.134968877E-2,2.187728882E-3,3.179606596E-2
1.204065698E0,-4.809424281E-3,-2.585244179E-2,4.543304443E-3,2.668559393E-2
1.208760854E0,-9.499147534E-3,-8.990257978E-3,-4.984855652E-3,1.399668990E-2
1.213456062E0,-4.629090428E-3,1.482117176E-2,-1.206111908E-2,1.966128694E-2
1.218151271E0,-1.172058284E-2,2.654147148E-2,1.176643372E-2,3.130927551E-2
1.222846427E0,-2.172887325E-3,9.662389755E-3,1.166534424E-2,1.530240083E-2
1.227541635E0,1.204191148E-2,4.844397306E-3,-9.788513184E-3,1.625702334E-2
1.232236791E0,7.182583213E-3,-2.305775881E-3,-2.155303955E-4,7.546691817E-3
1.236932000E0,-9.134411812E-6,6.690621376E-5,1.876926422E-2,1.876938569E-2
1.241627208E0,9.470164776E-3,-2.326548100E-3,-5.117416382E-3,1.101293773E-2
1.246322364E0,-9.546667337E-3,-4.700630903E-3,2.043724060E-3,1.083566316E-2
1.251017937E0,1.670801640E-2,-2.309203148E-3,6.773948669E-3,1.817626506E-2
1.255712781E0,9.466111660E-3,1.195561886E-2,-2.774238586E-3,1.549969329E-2
1.260407937E0,-2.489492297E-3,9.491384029E-3,-2.751350403E-3,1.019087198E-2
1.265103146E0,2.361975610E-2,-7.036328316E-5,-2.728462219E-3,2.377692864E-2
1.269798354E0,9.145036340E-3,-6.151199341E-5,-2.706527710E-3,9.537335352E-3
1.274493510E0,1.142939925E-2,-5.272030830E-5,2.061843872E-3,1.161400649E-2
1.279188719E0,1.372390985E-2,-1.193729043E-2,2.044677734E-3,1.830369666E-2
1.283883927E0,1.732826233E-3,9.526401758E-3,-3.452301025E-4,9.688869957E-3
1.288579083E0,-1.018659770E-2,1.420107484E-2,2.029418945E-3,1.759419906E-2
1.293274291E0,8.841633797E-3,2.225965261E-3,-1.222515106E-2,1.525069599E-2
1.297969448E0,-7.881924510E-3,-4.875212908E-3,-1.212310791E-2,1.525982242E-2
1.302664656E0,1.662969589E-3,-1.669076085E-2,9.333610535E-3,1.919539662E-2
1.307359864E0,1.355865598E-2,-7.080733776E-3,2.137184143E-3,1.544478873E-2
1.312055021E0,-1.032285392E-2,-9.386897087E-3,-2.627372742E-3,1.419782510E-2
1.316750229E0,1.348236203E-2,-4.556357861E-3,9.258270264E-3,1.697792835E-2
1.321445437E0,-1.036842167E-2,9.668856859E-3,-2.684593201E-3,1.442906794E-2
1.326140594E0,-5.547672510E-3,1.194056869E-2,-1.927375793E-2,2.334162796E-2
1.330835802E0,-1.025862992E-2,2.357184887E-3,-1.296997070E-4,1.052675783E-2
1.335531010E0,-7.839068770E-3,-2.401113510E-3,1.648139954E-2,1.840795687E-2
1.340226166E0,8.824124932E-3,-2.372831106E-3,-2.670288086E-4,9.141488537E-3
1.344921375E0,6.392776966E-3,1.663884521E-2,-7.381439209E-3,1.929259993E-2
1.349616583E0,-3.135159612E-3,-4.848033190E-3,6.917953491E-3,9.010589998E-3
1.354311739E0,4.026457667E-3,2.601921558E-2,4.487037659E-3,2.670852762E-2
1.359006948E0,2.299374342E-2,1.154389977E-2,-2.965927124E-4,2.573056209E-2
1.363702156E0,-3.311887383E-3,-5.182474852E-3,1.394271851E-2,1.523896463E-2
1.368411635E0,-8.945167065E-4,-1.465150714E-2,-4.110336304E-4,1.468454188E-2
1.373092521E0,3.875494003E-3,-2.844631672E-4,1.857662201E-2,1.897870539E-2
1.377787677E0,1.487180591E-3,-2.178549767E-4,4.187583923E-3,4.449160147E-3
1.382482885E0,1.463368535E-3,-2.083480358E-4,1.778602600E-3,2.312635635E-3
1.387178094E0,3.812626004E-3,1.401010156E-2,-6.103515625E-4,1.453243241E-2
1.391873250E0,-1.284161210E-2,9.155839682E-3,1.767158508E-3,1.587007406E-2
1.396568458E0,-2.455475926E-2,1.855105162E-2,6.499290466E-3,3.145343376E-2
1.401263666E0,-1.015342772E-2,4.139184952E-3,1.356124878E-2,1.743939262E-2
1.405958823E0,-7.736533880E-3,6.485819817E-3,-5.536079407E-3,1.151381737E-2
1.410654031E0,1.807153225E-3,1.593157649E-2,-7.862091064E-3,1.785758685E-2
1.415349187E0,1.129959524E-2,-8.313655853E-4,1.693725586E-3,1.145603455E-2
1.420044396E0,4.101857543E-3,-8.438527584E-4,6.425857544E-3,7.670004430E-3
