�sample,time_s,az_ms2
1108,4.432000,0.010175
1109,4.436000,-0.037709
1110,4.440000,-0.037709
1111,4.444000,0.060454
1112,4.448000,-0.076016
1113,4.452000,-0.049680
1114,4.456000,-0.018555
1115,4.460000,0.055665
1116,4.464000,0.043694
1117,4.468000,0.043694
1118,4.472000,-0.020949
1119,4.476000,0.010175
1120,4.480000,0.017358
1121,4.484000,0.024541
1122,4.488000,0.005387
1123,4.492000,-0.016161
1124,4.496000,-0.090381
1125,4.500000,0.060454
1126,4.504000,-0.066439
1127,4.508000,-0.020949
1128,4.512000,0.007781
1129,4.516000,0.038906
1130,4.520000,-0.073622
1131,4.524000,-0.018555
1132,4.528000,-0.035314
1133,4.532000,-0.030526
1134,4.536000,0.022146
1135,4.540000,-0.004190
1136,4.544000,-0.008978
1137,4.548000,0.055665
1138,4.552000,-0.016161
1139,4.556000,0.005387
1140,4.560000,-0.013767
1141,4.564000,-0.025738
1142,4.568000,0.005387
1143,4.572000,-0.011372
1144,4.576000,-0.018555
1145,4.580000,-0.059256
1146,4.584000,-0.023343
1147,4.588000,-0.028132
1148,4.592000,-0.013767
1149,4.596000,0.038906
1150,4.600000,0.048483
1151,4.604000,-0.013767
1152,4.608000,0.031723
1153,4.612000,0.022146
1154,4.616000,0.000599
1155,4.620000,-0.071227
1156,4.624000,-0.013767
1157,4.628000,-0.042497
1158,4.632000,-0.023343
1159,4.636000,0.005387
1160,4.640000,-0.004190
1161,4.644000,0.000599
1162,4.648000,-0.013767
1163,4.652000,0.000599
1164,4.656000,0.014964
1165,4.660000,0.022146
1166,4.664000,-0.011372
1167,4.668000,0.012570
1168,4.672000,-0.011372
1169,4.676000,0.046088
1170,4.680000,0.000599
1171,4.684000,-0.032920
1172,4.688000,0.017358
1173,4.692000,0.005387
1174,4.696000,0.038906
1175,4.700000,-0.056862
1176,4.704000,-0.071227
1177,4.708000,0.010175
1178,4.712000,0.065242
1179,4.716000,-0.028132
1180,4.720000,0.019752
1181,4.724000,-0.008978
1182,4.728000,0.014964
1183,4.732000,-0.037709
1184,4.736000,-0.004190
1185,4.740000,0.034117
1186,4.744000,-0.064045
1187,4.748000,-0.001796
1188,4.752000,0.002993
1189,4.756000,-0.025738
1190,4.760000,-0.006584
1191,4.764000,-0.011372
1192,4.768000,-0.020949
1193,4.772000,-0.013767
1194,4.776000,-0.011372
1195,4.780000,0.000599
1196,4.784000,0.067636
1197,4.788000,-0.032920
1198,4.792000,-0.028132
1199,4.796000,-0.013767
1200,4.800000,-0.028132
1201,4.804000,-0.054468
1202,4.808000,-0.073622
1203,4.812000,-0.052074
1204,4.816000,-0.023343
1205,4.820000,-0.049680
1206,4.824000,-0.030526
1207,4.828000,-0.035314
1208,4.832000,-0.040103
1209,4.836000,-0.044891
1210,4.840000,0.062848
1211,4.844000,0.046088
1212,4.848000,0.012570
1213,4.852000,0.060454
1214,4.856000,-0.008978
1215,4.860000,-0.023343
1216,4.864000,-0.011372
1217,4.868000,-0.064045
1218,4.872000,-0.030526
1219,4.876000,-0.011372
1220,4.880000,0.002993
1221,4.884000,0.000599
1222,4.888000,-0.018555
1223,4.892000,-0.013767
1224,4.896000,0.058059
1225,4.900000,0.055665
1226,4.904000,-0.030526
1227,4.908000,0.029329
1228,4.912000,-0.011372
1229,4.916000,0.062848
1230,4.920000,0.024541
1231,4.924000,0.022146
1232,4.928000,-0.023343
1233,4.932000,0.034117
1234,4.936000,0.012570
1235,4.940000,0.122703
1236,4.944000,0.010175
1237,4.948000,0.024541
1238,4.952000,-0.059256
1239,4.956000,-0.018555
1240,4.960000,0.026935
1241,4.964000,-0.025738
1242,4.968000,0.005387
1243,4.972000,0.019752
1244,4.976000,-0.023343
1245,4.980000,-0.018555
1246,4.984000,0.005387
1247,4.988000,0.050877
1248,4.992000,0.062848
1249,4.996000,0.019752
1250,5.000000,0.034117
1251,5.004000,0.007781
1252,5.008000,-0.042497
1253,5.012000,0.012570
1254,5.016000,0.055665
1255,5.020000,-0.025738
1256,5.024000,-0.052074
1257,5.028000,0.000599
1258,5.032000,-0.044891
1259,5.036000,-0.006584
1260,5.040000,0.002993
1261,5.044000,-0.052074
1262,5.048000,-0.006584
1263,5.052000,-0.018555
1264,5.056000,-0.025738
1265,5.060000,0.005387
1266,5.064000,-0.016161
1267,5.068000,0.012570
1268,5.072000,0.014964
1269,5.076000,-0.047285
1270,5.080000,-0.004190
1271,5.084000,0.072425
1272,5.088000,0.034117
1273,5.092000,0.046088
1274,5.096000,-0.018555
1275,5.100000,-0.004190
1276,5.104000,0.019752
1277,5.108000,0.024541
1278,5.112000,0.019752
1279,5.116000,0.036512
1280,5.120000,-0.032920
1281,5.124000,-0.020949
1282,5.128000,0.012570
1283,5.132000,0.046088
1284,5.136000,0.038906
1285,5.140000,0.007781
1286,5.144000,0.017358
1287,5.148000,-0.044891
1288,5.152000,-0.006584
1289,5.156000,0.062848
1290,5.160000,0.031723
1291,5.164000,-0.104746
1292,5.168000,-0.030526
1293,5.172000,-0.013767
1294,5.176000,0.007781
1295,5.180000,0.014964
1296,5.184000,0.048483
1297,5.188000,0.000599
1298,5.192000,0.048483
1299,5.196000,-0.023343
1300,5.200000,-0.023343
1301,5.204000,-0.013767
1302,5.208000,-0.023343
1303,5.212000,0.012570
1304,5.216000,-0.001796
1305,5.220000,-0.001796
1306,5.224000,0.002993
1307,5.228000,-0.006584
1308,5.232000,0.043694
1309,5.236000,-0.008978
1310,5.240000,-0.059256
1311,5.244000,-0.013767
1312,5.248000,0.024541
1313,5.252000,-0.061651
1314,5.256000,0.024541
1315,5.260000,-0.037709
1316,5.264000,0.007781
1317,5.268000,0.017358
1318,5.272000,0.041300
1319,5.276000,0.034117
1320,5.280000,0.034117
1321,5.284000,-0.032920
1322,5.288000,-0.018555
1323,5.292000,0.038906
1324,5.296000,0.014964
1325,5.300000,0.053271
1326,5.304000,-0.004190
1327,5.308000,-0.025738
1328,5.312000,-0.008978
1329,5.316000,-0.035314
1330,5.320000,0.074819
1331,5.324000,-0.016161
1332,5.328000,0.038906
1333,5.332000,0.031723
1334,5.336000,0.050877
1335,5.340000,-0.020949
1336,5.344000,-0.013767
1337,5.348000,0.031723
1338,5.352000,-0.030526
1339,5.356000,-0.006584
1340,5.360000,-0.020949
1341,5.364000,-0.016161
1342,5.368000,-0.013767
1343,5.372000,0.017358
1344,5.376000,-0.037709
1345,5.380000,0.019752
1346,5.384000,0.026935
1347,5.388000,0.010175
1348,5.392000,-0.008978
1349,5.396000,0.072425
1350,5.400000,-0.085593
1351,5.404000,-0.016161
1352,5.408000,-0.004190
1353,5.412000,0.053271
1354,5.416000,0.002993
1355,5.420000,-0.056862
1356,5.424000,0.043694
1357,5.428000,-0.001796
1358,5.432000,-0.052074
1359,5.436000,0.002993
1360,5.440000,-0.025738
1361,5.444000,0.036512
1362,5.448000,0.017358
1363,5.452000,0.024541
1364,5.456000,0.050877
1365,5.460000,-0.040103
1366,5.464000,0.026935
1367,5.468000,0.031723
1368,5.472000,-0.011372
1369,5.476000,0.007781
1370,5.480000,0.010175
1371,5.484000,-0.008978
1372,5.488000,0.005387
1373,5.492000,-0.020949
1374,5.496000,-0.001796
1375,5.500000,-0.018555
1376,5.504000,-0.016161
1377,5.508000,-0.037709
1378,5.512000,-0.011372
1379,5.516000,-0.023343
1380,5.520000,0.046088
1381,5.524000,0.014964
1382,5.528000,-0.013767
1383,5.532000,-0.035314
1384,5.536000,0.017358
1385,5.540000,-0.006584
1386,5.544000,-0.037709
1387,5.548000,-0.025738
1388,5.552000,0.031723
1389,5.556000,0.074819
1390,5.560000,-0.006584
1391,5.564000,-0.059256
1392,5.568000,0.000599
1393,5.572000,-0.020949
1394,5.576000,-0.001796
1395,5.580000,-0.032920
1396,5.584000,-0.011372
1397,5.588000,0.031723
1398,5.592000,0.000599
1399,5.596000,-0.004190
1400,5.600000,0.000599
1401,5.604000,-0.054468
1402,5.608000,-0.042497
1403,5.612000,0.005387
1404,5.616000,0.038906
1405,5.620000,0.002993
1406,5.624000,-0.023343
1407,5.628000,0.026935
1408,5.632000,-0.037709
1409,5.636000,0.067636
1410,5.640000,-0.066439
1411,5.644000,0.002993
1412,5.648000,0.000599
1413,5.652000,0.026935
1414,5.656000,0.026935
1415,5.660000,-0.013767
1416,5.664000,0.058059
1417,5.668000,-0.042497
1418,5.672000,0.026935
1419,5.676000,0.002993
1420,5.680000,0.043694
1421,5.684000,0.048483
1422,5.688000,-0.020949
1423,5.692000,-0.023343
1424,5.696000,-0.020949
1425,5.700000,0.007781
1426,5.704000,-0.008978
1427,5.708000,0.038906
1428,5.712000,0.050877
1429,5.716000,0.007781
1430,5.720000,0.000599
1431,5.724000,0.048483
1432,5.728000,0.000599
1433,5.732000,0.043694
1434,5.736000,0.043694
1435,5.740000,0.058059
1436,5.744000,0.074819
1437,5.748000,0.031723
1438,5.752000,0.014964
1439,5.756000,0.019752
1440,5.760000,-0.068833
1441,5.764000,-0.004190
1442,5.768000,0.041300
1443,5.772000,0.012570
1444,5.776000,0.005387
1445,5.780000,0.046088
1446,5.784000,-0.020949
1447,5.788000,0.050877
1448,5.792000,-0.018555
1449,5.796000,-0.004190
1450,5.800000,-0.020949
1451,5.804000,-0.013767
1452,5.808000,-0.085593
1453,5.812000,0.000599
1454,5.816000,0.060454
1455,5.820000,0.014964
1456,5.824000,-0.028132
1457,5.828000,-0.016161
1458,5.832000,-0.001796
1459,5.836000,0.010175
1460,5.840000,0.005387
1461,5.844000,0.005387
1462,5.848000,-0.013767
1463,5.852000,-0.064045
1464,5.856000,0.062848
1465,5.860000,-0.054468
1466,5.864000,0.024541
1467,5.868000,0.026935
1468,5.872000,0.017358
1469,5.876000,0.022146
1470,5.880000,0.029329
1471,5.884000,0.012570
1472,5.888000,-0.006584
1473,5.892000,0.007781
1474,5.896000,-0.018555
1475,5.900000,-0.018555
1476,5.904000,-0.016161
1477,5.908000,0.029329
1478,5.912000,0.053271
1479,5.916000,-0.061651
1480,5.920000,0.031723
1481,5.924000,0.014964
1482,5.928000,-0.023343
1483,5.932000,0.058059
1484,5.936000,0.029329
1485,5.940000,0.010175
1486,5.944000,-0.064045
1487,5.948000,0.005387
1488,5.952000,-0.025738
1489,5.956000,-0.001796
1490,5.960000,-0.013767
1491,5.964000,0.036512
1492,5.968000,0.034117
1493,5.972000,0.005387
1494,5.976000,-0.025738
1495,5.980000,0.024541
1496,5.984000,0.026935
1497,5.988000,-0.011372
1498,5.992000,-0.040103
1499,5.996000,-0.025738
1500,6.000000,-0.047285
1501,6.004000,-0.001796
1502,6.008000,-0.011372
1503,6.012000,0.034117
1504,6.016000,0.012570
1505,6.020000,-0.085593
1506,6.024000,0.026935
1507,6.028000,-0.025738
1508,6.032000,0.034117
1509,6.036000,0.031723
1510,6.040000,0.048483
1511,6.044000,0.017358
1512,6.048000,0.026935
1513,6.052000,-0.008978
1514,6.056000,-0.006584
1515,6.060000,0.024541
1516,6.064000,0.024541
1517,6.068000,0.012570
1518,6.072000,-0.054468
1519,6.076000,0.072425
1520,6.080000,-0.020949
1521,6.084000,0.038906
1522,6.088000,0.019752
1523,6.092000,-0.016161
1524,6.096000,-0.025738
1525,6.100000,-0.020949
1526,6.104000,0.005387
1527,6.108000,0.038906
1528,6.112000,0.043694
1529,6.116000,0.036512
1530,6.120000,-0.042497
1531,6.124000,-0.016161
1532,6.128000,-0.032920
1533,6.132000,-0.018555
1534,6.136000,0.024541
1535,6.140000,-0.023343
1536,6.144000,0.019752
1537,6.148000,0.046088
1538,6.152000,0.000599
1539,6.156000,0.005387
1540,6.160000,0.002993
1541,6.164000,-0.054468
1542,6.168000,-0.016161
1543,6.172000,0.005387
1544,6.176000,0.043694
1545,6.180000,0.046088
1546,6.184000,-0.035314
1547,6.188000,-0.001796
1548,6.192000,0.014964
1549,6.196000,0.019752
1550,6.200000,-0.016161
1551,6.204000,-0.006584
1552,6.208000,-0.006584
1553,6.212000,0.017358
1554,6.216000,0.022146
1555,6.220000,-0.025738
1556,6.224000,-0.030526
1557,6.228000,0.062848
1558,6.232000,-0.032920
1559,6.236000,-0.023343
1560,6.240000,0.041300
1561,6.244000,0.029329
1562,6.248000,0.007781
1563,6.252000,0.024541
1564,6.256000,0.050877
1565,6.260000,0.017358
1566,6.264000,-0.004190
1567,6.268000,-0.032920
1568,6.272000,-0.040103
1569,6.276000,-0.004190
1570,6.280000,0.024541
1571,6.284000,-0.056862
1572,6.288000,0.022146
1573,6.292000,-0.133477
1574,6.296000,-0.013767
1575,6.300000,0.024541
1576,6.304000,0.050877
1577,6.308000,-0.006584
1578,6.312000,0.019752
1579,6.316000,0.034117
1580,6.320000,0.022146
1581,6.324000,0.007781
1582,6.328000,0.002993
1583,6.332000,0.050877
1584,6.336000,-0.030526
1585,6.340000,0.007781
1586,6.344000,0.043694
1587,6.348001,0.043694
1588,6.352000,-0.020949
1589,6.356000,0.031723
1590,6.360000,-0.080804
1591,6.364000,0.029329
1592,6.368000,0.034117
1593,6.372000,-0.042497
1594,6.376000,0.026935
1595,6.380000,0.067636
1596,6.384000,0.026935
1597,6.388000,0.007781
1598,6.392000,0.022146
1599,6.396000,0.005387
1600,6.400000,-0.008978
1601,6.404000,0.050877
1602,6.408000,-0.013767
1603,6.412000,-0.018555
1604,6.416000,0.000599
1605,6.420000,0.031723
1606,6.424000,-0.061651
1607,6.428000,0.058059
1608,6.432000,0.024541
1609,6.436000,0.029329
1610,6.440001,-0.018555
1611,6.444000,0.019752
1612,6.448000,-0.016161
1613,6.452000,-0.023343
1614,6.456000,-0.025738
1615,6.460000,-0.078410
1616,6.464000,-0.011372
1617,6.468000,-0.023343
1618,6.472000,0.010175
1619,6.476000,0.014964
1620,6.480000,-0.004190
1621,6.484000,0.029329
1622,6.488000,-0.042497
1623,6.492000,-0.035314
1624,6.496000,-0.008978
1625,6.500000,0.067636
1626,6.504000,-0.032920
1627,6.508000,0.002993
1628,6.512000,0.019752
1629,6.516000,0.034117
1630,6.520000,-0.042497
1631,6.524000,0.002993
1632,6.528000,0.005387
1633,6.532001,-0.013767
1634,6.536000,0.043694
1635,6.540000,0.010175
1636,6.544000,0.026935
1637,6.548000,0.000599
1638,6.552000,0.029329
1639,6.556000,0.053271
1640,6.560000,0.012570
1641,6.564000,0.038906
1642,6.568000,0.000599
1643,6.572000,0.000599
1644,6.576000,0.024541
1645,6.580000,-0.013767
1646,6.584000,-0.006584
1647,6.588000,-0.011372
1648,6.592000,0.029329
1649,6.596000,0.058059
1650,6.600000,0.060454
1651,6.604000,-0.030526
1652,6.608000,-0.056862
1653,6.612000,-0.042497
1654,6.616000,-0.013767
1655,6.620000,0.000599
1656,6.624001,0.034117
1657,6.628000,0.041300
1658,6.632000,0.005387
1659,6.636000,0.053271
1660,6.640000,-0.056862
1661,6.644001,0.038906
1662,6.648000,0.002993
1663,6.652000,0.010175
1664,6.656000,-0.032920
1665,6.660000,-0.013767
1666,6.664000,0.017358
1667,6.668000,0.024541
1668,6.672000,-0.056862
1669,6.676000,-0.006584
1670,6.680000,0.067636
1671,6.684000,0.022146
1672,6.688000,0.038906
1673,6.692000,0.046088
1674,6.696000,-0.049680
1675,6.700000,-0.028132
1676,6.704000,0.050877
1677,6.708000,-0.049680
1678,6.712000,0.041300
1679,6.716001,0.046088
1680,6.720000,-0.016161
1681,6.724000,0.036512
1682,6.728000,-0.013767
1683,6.732000,0.024541
1684,6.736001,-0.001796
1685,6.740000,-0.008978
1686,6.744000,-0.049680
1687,6.748000,0.019752
1688,6.752000,-0.001796
1689,6.756000,-0.004190
1690,6.760000,0.000599
1691,6.764000,0.005387
1692,6.768000,-0.035314
1693,6.772000,-0.023343
1694,6.776000,-0.004190
1695,6.780000,-0.006584
1696,6.784000,0.060454
1697,6.788000,0.014964
1698,6.792000,0.005387
1699,6.796000,0.067636
1700,6.800000,-0.054468
1701,6.804000,0.019752
1702,6.808000,-0.085593
1703,6.812000,0.036512
1704,6.816000,0.019752
1705,6.820000,-0.028132
1706,6.824000,-0.006584
1707,6.828001,0.029329
1708,6.832000,-0.040103
1709,6.836000,0.024541
1710,6.840000,0.034117
1711,6.844000,0.034117
1712,6.848001,0.026935
1713,6.852000,-0.042497
1714,6.856000,0.024541
1715,6.860000,-0.006584
1716,6.864000,-0.061651
1717,6.868000,0.029329
1718,6.872000,-0.008978
1719,6.876000,0.022146
1720,6.880000,-0.016161
1721,6.884000,0.012570
1722,6.888000,-0.004190
1723,6.892000,0.024541
1724,6.896000,0.043694
1725,6.900000,-0.032920
1726,6.904000,-0.107141
1727,6.908000,-0.047285
1728,6.912000,0.026935
1729,6.916000,0.043694
1730,6.920001,0.000599
1731,6.924000,0.002993
1732,6.928000,0.007781
1733,6.932000,-0.020949
1734,6.936000,0.026935
1735,6.940001,0.082001
1736,6.944000,-0.035314
1737,6.948000,0.031723
1738,6.952000,0.012570
1739,6.956000,-0.008978
1740,6.960000,0.034117
1741,6.964000,-0.104746
1742,6.968000,0.002993
1743,6.972000,-0.013767
1744,6.976000,0.019752
1745,6.980000,-0.008978
1746,6.984000,-0.023343
1747,6.988000,0.065242
1748,6.992000,0.070030
1749,6.996000,-0.035314
1750,7.000000,0.014964
1751,7.004000,-0.016161
1752,7.008000,0.005387
1753,7.012001,-0.035314
1754,7.016000,-0.092775
1755,7.020000,0.050877
1756,7.024000,0.019752
1757,7.028000,-0.025738
1758,7.032001,0.077213
1759,7.036000,-0.008978
1760,7.040000,-0.013767
1761,7.044000,0.024541
1762,7.048000,0.079607
1763,7.052000,-0.042497
1764,7.056000,-0.011372
1765,7.060000,-0.008978
1766,7.064000,0.000599
1767,7.068000,0.014964
1768,7.072000,0.043694
1769,7.076000,0.017358
1770,7.080000,0.007781
1771,7.084000,-0.032920
1772,7.088000,-0.023343
1773,7.092000,0.000599
1774,7.096000,0.019752
1775,7.100000,0.034117
1776,7.104001,-0.028132
1777,7.108000,0.019752
1778,7.112000,0.007781
1779,7.116000,-0.030526
1780,7.120000,0.012570
1781,7.124001,0.005387
1782,7.128000,-0.016161
1783,7.132000,-0.025738
1784,7.136000,0.014964
1785,7.140000,-0.006584
1786,7.144001,0.000599
1787,7.148000,0.017358
1788,7.152000,0.036512
1789,7.156000,0.029329
1790,7.160000,0.038906
1791,7.164000,0.043694
1792,7.168000,0.012570
1793,7.172000,0.074819
1794,7.176000,-0.001796
1795,7.180000,-0.023343
1796,7.184000,-0.018555
1797,7.188000,0.067636
1798,7.192000,-0.013767
1799,7.196001,-0.032920
1800,7.200000,-0.006584
1801,7.204000,-0.006584
1802,7.208000,0.007781
1803,7.212000,0.022146
1804,7.216001,0.046088
1805,7.220000,-0.030526
1806,7.224000,-0.011372
1807,7.228000,0.000599
1808,7.232000,-0.020949
1809,7.236001,0.017358
1810,7.240000,0.002993
1811,7.244000,-0.023343
1812,7.248000,0.007781
1813,7.252000,-0.020949
1814,7.256000,0.058059
1815,7.260000,0.036512
1816,7.264000,0.000599
1817,7.268000,0.002993
1818,7.272000,0.007781
1819,7.276000,-0.018555
1820,7.280000,-0.061651
1821,7.284000,-0.008978
1822,7.288001,0.046088
1823,7.292000,0.046088
1824,7.296000,0.053271
1825,7.300000,0.007781
1826,7.304000,0.007781
1827,7.308001,-0.028132
1828,7.312000,0.019752
1829,7.316000,0.019752
1830,7.320000,0.005387
1831,7.324000,-0.076016
1832,7.328001,-0.066439
1833,7.332000,-0.001796
1834,7.336000,0.022146
1835,7.340000,0.005387
1836,7.344000,0.029329
1837,7.348001,0.031723
1838,7.352000,-0.020949
1839,7.356000,0.053271
1840,7.360000,-0.016161
1841,7.364000,-0.001796
1842,7.368000,-0.044891
1843,7.372000,0.029329
1844,7.376000,0.050877
1845,7.380000,0.067636
1846,7.384000,0.031723
1847,7.388000,-0.011372
1848,7.392000,-0.047285
1849,7.396000,-0.028132
1850,7.400001,-0.052074
1851,7.404000,0.007781
1852,7.408000,-0.032920
1853,7.412000,-0.016161
1854,7.416000,-0.064045
1855,7.420001,-0.008978
1856,7.424000,-0.047285
1857,7.428000,0.041300
1858,7.432000,-0.016161
1859,7.436000,0.024541
1860,7.440001,-0.008978
1861,7.444000,0.024541
1862,7.448000,0.022146
1863,7.452000,-0.032920
1864,7.456000,-0.016161
1865,7.460000,0.000599
1866,7.464000,-0.018555
1867,7.468000,0.010175
1868,7.472000,-0.001796
1869,7.476000,-0.030526
1870,7.480000,0.055665
1871,7.484000,-0.018555
1872,7.488000,0.062848
1873,7.492001,-0.008978
1874,7.496000,0.022146
1875,7.500000,-0.066439
1876,7.504000,-0.011372
1877,7.508000,0.048483
1878,7.512001,0.014964
1879,7.516000,0.082001
1880,7.520000,0.014964
1881,7.524000,-0.004190
1882,7.528000,0.034117
1883,7.532001,0.017358
1884,7.536000,-0.001796
1885,7.540000,0.005387
1886,7.544000,-0.052074
1887,7.548000,-0.025738
1888,7.552000,0.036512
1889,7.556000,-0.020949
1890,7.560000,-0.028132
1891,7.564000,-0.013767
1892,7.568000,0.012570
1893,7.572000,-0.018555
1894,7.576000,0.014964
1895,7.580000,0.017358
1896,7.584001,0.048483
1897,7.588000,0.034117
1898,7.592000,-0.011372
1899,7.596000,-0.030526
1900,7.600000,0.012570
1901,7.604001,-0.018555
1902,7.608000,-0.061651
1903,7.612000,-0.056862
1904,7.616000,0.062848
1905,7.620000,-0.025738
1906,7.624001,0.012570
1907,7.628000,0.007781
1908,7.632000,-0.008978
1909,7.636000,0.012570
1910,7.640000,-0.025738
1911,7.644001,-0.016161
1912,7.648000,0.019752
1913,7.652000,0.007781
1914,7.656000,-0.016161
1915,7.660000,-0.047285
1916,7.664000,0.048483
1917,7.668000,-0.011372
1918,7.672000,-0.004190
1919,7.676001,0.000599
1920,7.680000,0.043694
1921,7.684000,0.002993
1922,7.688000,-0.008978
1923,7.692000,0.022146
1924,7.696001,0.019752
1925,7.700000,0.062848
1926,7.704000,-0.008978
1927,7.708000,0.034117
1928,7.712000,0.019752
1929,7.716001,-0.052074
1930,7.720000,-0.037709
1931,7.724000,-0.047285
1932,7.728000,-0.037709
1933,7.732000,-0.016161
1934,7.736001,-0.028132
1935,7.740000,-0.013767
1936,7.744000,-0.097564
1937,7.748000,-0.013767
1938,7.752000,0.026935
1939,7.756000,0.065242
1940,7.760000,-0.013767
1941,7.764000,-0.080804
1942,7.768001,0.005387
1943,7.772000,-0.004190
1944,7.776000,0.000599
1945,7.780000,0.041300
1946,7.784000,0.055665
1947,7.788001,0.053271
1948,7.792000,-0.032920
1949,7.796000,0.007781
1950,7.800000,0.007781
1951,7.804000,-0.025738
1952,7.808001,0.024541
1953,7.812000,0.019752
1954,7.816000,-0.001796
1955,7.820000,-0.032920
1956,7.824000,0.019752
1957,7.828001,-0.013767
1958,7.832000,0.002993
1959,7.836000,0.019752
1960,7.840000,0.017358
1961,7.844000,0.017358
1962,7.848001,0.002993
1963,7.852000,0.022146
1964,7.856000,0.050877
1965,7.860001,0.019752
1966,7.864000,-0.013767
1967,7.868000,0.036512
1968,7.872000,-0.047285
1969,7.876000,-0.028132
1970,7.880001,-0.037709
1971,7.884000,-0.011372
1972,7.888000,-0.030526
1973,7.892000,0.017358
1974,7.896000,0.024541
1975,7.900001,0.017358
1976,7.904000,0.017358
1977,7.908000,0.029329
1978,7.912000,-0.004190
1979,7.916000,-0.040103
1980,7.920001,0.058059
1981,7.924000,0.050877
1982,7.928000,-0.028132
1983,7.932000,-0.035314
1984,7.936000,-0.025738
1985,7.940001,-0.013767
1986,7.944000,-0.008978
1987,7.948000,0.034117
1988,7.952000,-0.013767
1989,7.956000,-0.054468
1990,7.960000,0.029329
1991,7.964000,0.072425
1992,7.968000,0.019752
1993,7.972001,0.024541
1994,7.976000,0.017358
1995,7.980000,-0.044891
1996,7.984000,0.062848
1997,7.988000,0.002993
1998,7.992001,0.005387
1999,7.996000,0.029329
2000,8.000000,-0.068833
2001,8.004001,-0.035314
2002,8.008001,0.029329
2003,8.012001,-0.030526
2004,8.016001,0.019752
2005,8.020001,0.005387
2006,8.024001,0.041300
2007,8.028001,0.029329
2008,8.032001,0.000599
2009,8.036001,-0.013767
2010,8.040000,0.089184
2011,8.044001,0.041300
2012,8.048001,-0.016161
2013,8.052000,-0.006584
2014,8.056001,-0.020949
2015,8.060001,-0.030526
2016,8.064001,-0.020949
2017,8.068001,-0.023343
2018,8.072001,-0.068833
2019,8.076001,-0.001796
2020,8.080000,-0.001796
2021,8.084001,0.005387
2022,8.088001,-0.018555
2023,8.092000,0.077213
2024,8.096001,0.007781
2025,8.100001,0.014964
2026,8.104001,0.065242
2027,8.108001,0.038906
2028,8.112001,0.089184
2029,8.116001,-0.004190
2030,8.120001,0.029329
2031,8.124001,0.014964
2032,8.128001,0.005387
2033,8.132000,0.012570
2034,8.136001,-0.023343
2035,8.140001,-0.001796
2036,8.144001,0.108338
2037,8.148001,0.036512
2038,8.152001,0.007781
2039,8.156001,0.034117
2040,8.160001,0.012570
2041,8.164001,0.038906
2042,8.168001,0.014964
2043,8.172000,0.000599
2044,8.176001,-0.023343
2045,8.180001,0.086790
2046,8.184000,-0.004190
2047,8.188001,0.031723
2048,8.192001,-0.047285
2049,8.196001,0.010175
2050,8.200001,0.005387
2051,8.204001,0.000599
2052,8.208001,0.019752
2053,8.212001,0.022146
2054,8.216001,-0.037709
2055,8.220001,0.024541
2056,8.224000,0.007781
2057,8.228001,-0.013767
2058,8.232001,-0.078410
2059,8.236001,-0.004190
2060,8.240001,0.010175
2061,8.244001,-0.016161
2062,8.248001,0.067636
2063,8.252001,-0.011372
2064,8.256001,-0.037709
2065,8.260001,0.041300
2066,8.264000,0.067636
2067,8.268001,-0.032920
2068,8.272001,-0.066439
2069,8.276000,-0.040103
2070,8.280001,0.029329
2071,8.284001,0.024541
2072,8.288001,-0.040103
2073,8.292001,-0.030526
2074,8.296001,-0.020949
2075,8.300001,-0.004190
2076,8.304001,0.038906
2077,8.308001,-0.018555
2078,8.312001,-0.037709
2079,8.316000,-0.020949
2080,8.320001,0.036512
2081,8.324001,0.019752
2082,8.328001,-0.023343
2083,8.332001,0.010175
2084,8.336001,0.041300
2085,8.340001,0.012570
2086,8.344001,-0.001796
2087,8.348001,-0.032920
2088,8.352001,-0.056862
2089,8.356000,-0.013767
2090,8.360001,0.007781
2091,8.364001,-0.008978
2092,8.368000,-0.020949
2093,8.372001,-0.023343
2094,8.376001,-0.008978
2095,8.380001,-0.008978
2096,8.384001,-0.032920
2097,8.388001,0.019752
2098,8.392001,0.055665
2099,8.396001,0.046088
2100,8.400001,0.000599
2101,8.404001,0.043694
2102,8.408000,0.038906
2103,8.412001,-0.097564
2104,8.416001,0.014964
2105,8.420001,0.029329
2106,8.424001,-0.023343
2107,8.428001,-0.028132
2108,8.432001,0.036512
2109,8.436001,-0.004190
2110,8.440001,-0.035314
2111,8.444001,0.024541
2112,8.448000,0.000599
2113,8.452001,-0.011372
2114,8.456001,-0.020949
2115,8.460000,-0.071227
2116,8.464001,-0.040103
2117,8.468001,0.026935
2118,8.472001,0.000599
2119,8.476001,0.022146
2120,8.480001,0.010175
2121,8.484001,-0.023343
2122,8.488001,0.007781
2123,8.492001,0.012570
2124,8.496001,0.014964
2125,8.500000,0.000599
2126,8.504001,-0.018555
2127,8.508001,-0.035314
2128,8.512001,0.010175
2129,8.516001,-0.030526
2130,8.520001,-0.035314
2131,8.524001,0.086790
2132,8.528001,0.031723
2133,8.532001,-0.040103
2134,8.536001,-0.020949
2135,8.540000,-0.032920
2136,8.544001,0.026935
2137,8.548001,-0.037709
2138,8.552000,-0.004190
2139,8.556001,-0.025738
2140,8.560001,-0.025738
2141,8.564001,0.041300
2142,8.568001,0.000599
2143,8.572001,0.022146
2144,8.576001,-0.040103
2145,8.580001,0.026935
