"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.108837610E-1,6.812572479E-3,-1.607090235E-3,-1.680374146E-3,7.198440114E-3
3.155786570E-1,1.140826941E-2,3.162622452E-3,-1.815032959E-2,2.166991592E-2
3.202735010E-1,-1.703491807E-2,-8.636400104E-3,1.512145996E-2,2.436050886E-2
3.249683960E-1,6.805032492E-3,-8.504420519E-3,1.961612701E-2,2.243715835E-2
3.296632920E-1,4.277259111E-3,-3.659889102E-3,-3.490829468E-2,3.535928126E-2
3.343581360E-1,1.869916916E-3,-5.960538983E-3,1.276397705E-2,1.421069050E-2
3.390530320E-1,4.243850708E-3,-3.182193637E-2,-3.929138184E-3,3.234322232E-2
3.437479280E-1,-1.231768727E-2,-3.061383963E-3,-3.218841553E-2,3.460045644E-2
3.484427710E-1,-7.469058037E-3,-1.956580579E-2,1.545143127E-2,2.602603144E-2
3.531376670E-1,-1.443436742E-2,-2.165915072E-2,1.760387421E-2,3.142238310E-2
3.578325630E-1,-1.425546408E-2,-2.131074667E-2,-6.238937378E-3,2.638731739E-2
3.625274070E-1,8.589029312E-5,-1.155270636E-2,2.453994751E-2,2.712344789E-2
3.672223030E-1,-4.624873400E-3,-2.793067694E-2,5.328178406E-3,2.880801370E-2
3.719171990E-1,2.507269382E-3,-1.575833559E-2,-2.781009674E-2,3.206264214E-2
3.766120420E-1,-9.295225143E-3,-8.495107293E-3,-1.564502716E-2,2.008320027E-2
3.813069380E-1,-9.192615747E-3,-8.413493633E-3,2.708244324E-2,2.981190687E-2
3.860017820E-1,3.892481327E-4,-1.773193479E-2,-1.342678070E-2,2.224525714E-2
3.906966780E-1,5.099624395E-3,-2.935999632E-2,1.982784271E-2,3.579328009E-2
3.953915740E-1,-6.765812635E-3,-1.484838128E-2,-3.478336334E-2,3.842047648E-2
4.000864170E-1,-1.941323280E-3,-2.181810141E-2,8.187294006E-3,2.338439797E-2
4.047813130E-1,-2.554994822E-2,-2.766251564E-4,-1.366615295E-3,2.558796617E-2
4.094762090E-1,2.203424275E-2,-4.972577095E-3,1.014709473E-3,2.261114795E-2
4.141710530E-1,-4.250407219E-3,2.155169845E-3,-2.738189697E-2,2.779350644E-2
4.188659490E-1,1.003575325E-2,1.387651265E-2,3.679943085E-2,4.058906327E-2
4.235607920E-1,-8.989959955E-3,6.598174572E-3,-1.329898834E-2,1.735564400E-2
4.282556880E-1,-6.536722183E-3,4.217594862E-3,-2.734756470E-2,2.843248386E-2
4.329505840E-1,-6.505191326E-3,4.117012024E-3,2.264690399E-2,2.391964805E-2
4.376454280E-1,3.048032522E-3,-6.867349148E-4,5.833625793E-3,6.617650414E-3
4.423403240E-1,1.015925407E-2,3.483057022E-2,5.771636963E-3,3.673813902E-2
4.470351670E-1,-1.126870513E-2,1.555272937E-2,1.281261444E-2,2.308753332E-2
4.517300630E-1,-6.456553936E-3,3.196598589E-2,-2.283763885E-2,3.981292618E-2
4.564249590E-1,-6.403595209E-3,3.394888341E-2,-2.733707428E-2,4.405506040E-2
4.611198030E-1,1.978296041E-2,2.883794904E-2,8.467674255E-3,3.598186119E-2
4.658146990E-1,5.384504795E-3,2.854792774E-2,-2.003669739E-2,3.529088143E-2
4.705095940E-1,-1.129287481E-2,1.405188441E-2,1.569366455E-2,2.390137201E-2
4.752044380E-1,-2.777585387E-2,4.411160946E-3,5.106925964E-2,5.830116362E-2
4.798993340E-1,3.283560276E-3,4.399880767E-3,-1.103305817E-2,1.232351782E-2
4.845941780E-1,-1.334849000E-2,1.386658847E-2,-2.514171600E-2,3.166339124E-2
4.892890740E-1,9.843409061E-4,1.376436651E-2,-8.310317993E-3,1.610863425E-2
4.939839690E-1,8.068591356E-3,1.126796007E-2,1.309776306E-2,1.906883551E-2
4.986788130E-1,-1.332470775E-2,-7.795378566E-3,-1.783657074E-2,2.358938361E-2
5.033737090E-1,-3.704100847E-3,-1.482835412E-2,1.295089722E-3,1.533876483E-2
5.080686050E-1,5.797326565E-3,-1.231430471E-2,-1.088142395E-3,1.365412574E-2
5.127634490E-1,5.757510662E-3,4.370480776E-3,1.293182373E-3,7.343184043E-3
5.174583440E-1,-1.801761985E-2,-1.463307440E-2,2.024841309E-2,3.080194351E-2
5.221531880E-1,-1.072600484E-2,-1.689577103E-2,1.769256592E-2,2.671219098E-2
5.268480840E-1,-1.129716635E-3,-4.855558276E-3,1.279163361E-2,1.372875071E-2
5.315429800E-1,-2.244889736E-2,-9.522706270E-3,-1.577949524E-2,2.904526463E-2
5.362378240E-1,3.796100616E-3,-7.035106421E-3,-3.782272339E-3,8.843567509E-3
5.409327190E-1,-3.367722034E-3,-6.940200925E-3,9.956359863E-4,7.778125198E-3
5.456276150E-1,1.087933779E-2,-6.875604391E-3,-3.757476807E-3,1.340718309E-2
5.503224590E-1,-3.489434719E-3,-4.440635443E-3,-6.096839905E-3,8.310647064E-3
5.550173550E-1,-1.061782241E-2,-1.863415539E-2,-3.674507141E-3,2.175940952E-2
5.597121990E-1,3.722697496E-3,-1.138404012E-2,1.102447510E-3,1.202789410E-2
5.644070940E-1,-8.185774088E-3,-2.554933727E-2,-2.500820160E-2,3.667677302E-2
5.691019900E-1,-3.329694271E-3,3.114208579E-3,-5.815505981E-3,7.389537796E-3
5.737968340E-1,6.203472614E-3,-1.594692469E-2,-5.767822266E-3,1.805700011E-2
5.784917300E-1,-5.726963282E-3,-8.719339967E-3,1.326179504E-2,1.687306154E-2
5.831866260E-1,1.454710960E-3,8.476227522E-4,1.315212250E-2,1.325944850E-2
5.878814690E-1,1.429677010E-3,-2.760310471E-2,8.296012878E-3,2.885826044E-2
5.925763650E-1,-9.405016899E-4,-2.025091648E-2,1.297473907E-2,2.406923380E-2
5.972712090E-1,1.455515623E-3,1.276537776E-3,-1.370429993E-3,2.371951262E-3
6.019661050E-1,1.809707284E-2,8.359089494E-3,5.761146545E-3,2.075016222E-2
6.066609490E-1,1.378864050E-3,1.066583395E-2,1.283264160E-2,1.674329628E-2
6.113558440E-1,-8.080661297E-3,2.476061881E-2,-1.812171936E-2,3.172982892E-2
6.160507400E-1,6.238579750E-3,1.738274097E-2,-4.170131683E-2,4.560788733E-2
6.207455840E-1,-3.289610147E-3,-6.572753191E-3,-3.660869598E-2,3.733924532E-2
6.254404800E-1,-5.620479584E-3,1.710157096E-2,9.183025360E-2,9.357803694E-2
6.301353760E-1,6.248235703E-3,3.813356161E-4,1.750564575E-2,1.859122103E-2
6.348302190E-1,-8.140057325E-3,1.235961914E-2,-1.348781586E-2,2.002353353E-2
6.395251150E-1,-3.284364939E-3,2.169601619E-2,5.781173706E-2,6.183608262E-2
6.442199590E-1,-1.742473245E-2,4.853650928E-3,-1.860141754E-2,2.594594309E-2
6.489148550E-1,-2.201139927E-2,3.806602955E-2,-4.691982269E-2,6.430391951E-2
6.536097510E-1,-5.287796259E-3,1.636816561E-2,2.465438843E-2,3.006187791E-2
6.583045940E-1,-1.234778762E-2,1.383417845E-2,1.970386505E-2,2.705724765E-2
6.629994900E-1,-2.683043480E-3,6.604492664E-3,-6.560325623E-3,9.687926401E-3
6.676943860E-1,-1.451191306E-2,1.808717847E-3,3.146171570E-2,3.469447558E-2
6.723892300E-1,-1.683530211E-2,1.840886474E-2,9.840965271E-3,2.681712691E-2
6.770841260E-1,-9.619593620E-3,1.588758826E-2,-6.852149963E-3,1.979656539E-2
6.817789690E-1,-1.901710033E-2,1.522168517E-3,1.218891144E-2,2.263927261E-2
6.864738650E-1,2.538681030E-3,6.260275841E-3,9.715080261E-3,1.183295143E-2
6.911687090E-1,4.960685968E-3,-1.517176628E-2,-1.883983612E-2,2.469271800E-2
6.958636050E-1,-4.586517811E-3,-8.319467306E-4,-6.818771362E-3,8.259777472E-3
7.005585010E-1,9.702891111E-3,-3.221809864E-3,-9.135246277E-3,1.371053898E-2
7.052533440E-1,-2.229183912E-3,-1.742723584E-2,-1.940727234E-3,1.767609211E-2
7.099482400E-1,2.627785504E-2,-5.413323641E-3,4.501342773E-4,2.683341870E-2
7.146431360E-1,-8.535385132E-5,-7.765024900E-3,-1.929283142E-3,8.001564249E-3
7.193379800E-1,7.019668818E-3,-2.905200422E-2,1.232433319E-2,3.232930386E-2
7.240328760E-1,2.285689116E-3,-5.076780915E-3,9.850502014E-3,1.131505498E-2
7.287277190E-1,-1.433032751E-2,-7.402345538E-3,-2.107715607E-2,2.654052588E-2
7.334226150E-1,1.664973795E-2,-2.618059516E-3,7.571220398E-3,1.847677969E-2
7.381291260E-1,-2.487152815E-3,-2.591207623E-3,-1.622009277E-2,1.661299779E-2
7.428123550E-1,2.293854952E-3,-1.211392879E-2,-8.966445923E-3,1.524487435E-2
7.475072510E-1,2.121600509E-2,-3.102071583E-2,5.979537964E-4,3.758671616E-2
7.522020940E-1,1.390695572E-2,-1.652140915E-2,2.965927124E-3,2.179809858E-2
7.568969900E-1,4.285901785E-3,-9.289786220E-3,1.717758179E-2,1.999345888E-2
7.615918860E-1,2.087569237E-2,-1.632826030E-2,-1.948356628E-3,2.657447478E-2
7.662867300E-1,4.134327173E-3,-9.013652802E-3,-1.141929626E-2,1.512411734E-2
7.709816260E-1,-6.312727928E-4,-1.845476031E-2,1.714992523E-2,2.520112337E-2
7.756764690E-1,1.125228405E-2,-4.059419036E-3,2.412605286E-2,2.692878025E-2
7.803713650E-1,1.591818035E-2,-8.710712194E-3,-2.115726471E-2,2.787283305E-2
7.850662610E-1,-7.900506258E-3,-8.662819862E-3,3.757476807E-4,1.173045751E-2
7.897611050E-1,6.473630667E-3,-6.270647049E-3,-2.098178864E-2,2.283559421E-2
7.944560010E-1,-1.020410657E-2,-1.497313380E-3,-2.318191528E-2,2.537256263E-2
7.991508440E-1,-6.411671638E-4,-1.337397099E-2,-1.349830627E-2,1.901258708E-2
8.038457400E-1,-5.395948887E-3,-6.195992231E-3,2.932453156E-2,3.045381314E-2
8.085406360E-1,-2.934604883E-3,-8.542686701E-3,-1.766204834E-3,9.203742793E-3
8.132354800E-1,1.821964979E-3,-6.123304367E-3,-1.124286652E-2,1.293122037E-2
8.179303760E-1,-5.353659391E-3,-1.324382424E-2,2.206802368E-2,2.628798620E-2
8.226252190E-1,-1.478597522E-2,-3.666594625E-3,5.283355713E-4,1.524296945E-2
8.273201150E-1,1.990914345E-3,8.202910423E-3,-1.849174500E-3,8.641234036E-3
8.320150110E-1,-7.446914911E-3,1.760214567E-2,1.003265381E-2,2.158578737E-2
8.367098550E-1,2.121984959E-3,3.220915794E-3,-1.914978027E-3,4.306304630E-3
8.414047510E-1,6.836444139E-3,-1.576364040E-3,-9.017944336E-3,1.142563837E-2
8.460995940E-1,-2.725660801E-3,1.505042613E-2,5.483627319E-4,1.530507285E-2
8.507944900E-1,6.747454405E-3,1.255488396E-2,-8.948326111E-3,1.682931348E-2
8.554893340E-1,1.142409444E-2,1.719877124E-2,1.248168945E-2,2.412675356E-2
8.601842300E-1,1.137170196E-2,-1.376032829E-2,-4.231452942E-3,1.834577428E-2
8.648791260E-1,1.600907743E-2,2.909794450E-2,1.004219055E-2,3.469620333E-2
8.695739690E-1,-1.021212339E-2,2.648684382E-2,-1.905441284E-3,2.845120501E-2
8.742688650E-1,-7.712066174E-3,7.315501571E-3,-1.849746704E-2,2.133421700E-2
8.789637610E-1,1.134917140E-2,1.912322640E-2,1.013278961E-2,2.443716237E-2
8.836586050E-1,1.598532498E-2,2.371463180E-2,1.954078674E-2,3.463750456E-2
8.883535010E-1,-5.545645952E-3,6.910324097E-3,-4.353523254E-3,9.872179743E-3
8.930483440E-1,6.379574537E-3,6.856232882E-3,-6.688117981E-3,1.150816331E-2
8.977432400E-1,-7.226467133E-4,1.152168214E-2,1.235103607E-2,1.690619619E-2
9.024380840E-1,-7.295310497E-4,9.083732963E-3,-1.385402679E-2,1.658253535E-2
9.071329800E-1,-7.095634937E-4,-2.180697024E-2,1.236438751E-2,2.507838731E-2
9.118278760E-1,1.654863358E-3,-2.650469542E-4,1.938056946E-2,1.945289940E-2
9.165227190E-1,-1.495590806E-2,-7.376477122E-3,2.365112305E-4,1.667775579E-2
9.212176150E-1,-1.010054350E-2,-2.564221621E-3,-2.139091492E-3,1.063822936E-2
9.259124590E-1,6.549835205E-3,-2.152015269E-2,-6.866455078E-3,2.351947105E-2
9.306073550E-1,-7.756382227E-3,-4.754573107E-3,-6.810188293E-3,1.136424636E-2
9.353022510E-1,-1.002252102E-2,-1.423044503E-2,-1.861763000E-2,2.548671498E-2
9.399970940E-1,4.284650087E-3,-1.648122072E-2,5.267143250E-3,1.782502906E-2
9.446919900E-1,-9.973734617E-3,-2.108615637E-2,1.471519470E-2,2.757967236E-2
9.493868340E-1,9.107023478E-3,-1.850584149E-2,-2.017021179E-3,2.072371638E-2
9.540817300E-1,-5.248695612E-3,-1.122874022E-2,5.118370056E-3,1.341011277E-2
9.587765740E-1,-2.845704556E-3,3.105640411E-3,2.168560028E-2,2.209090981E-2
9.634714690E-1,-9.982436895E-3,-2.536310256E-2,1.497268677E-4,2.725726391E-2
9.681663650E-1,-2.794951200E-3,8.044645190E-3,7.265090942E-3,1.119417772E-2
9.728612090E-1,1.988679171E-3,-3.883287311E-3,2.460479736E-3,5.008864713E-3
9.775561050E-1,-5.189061165E-3,-1.096533239E-2,2.439498901E-3,1.237400602E-2
9.822509490E-1,1.959204674E-3,5.739733577E-3,9.537696838E-3,1.130268488E-2
9.869458440E-1,1.929968596E-3,3.321766853E-3,-1.189708710E-2,1.250198365E-2
9.916407400E-1,1.929193735E-3,-1.477107406E-3,2.439498901E-3,3.443078513E-3
9.963355840E-1,-5.246639252E-3,1.989388466E-2,-1.181888580E-2,2.372719815E-2
1.001030480E0,-5.187600851E-3,5.493551493E-3,-6.974220276E-3,1.028251229E-2
1.005725324E0,6.763547659E-3,-6.413891912E-3,-4.543304443E-3,1.036943594E-2
1.010420219E0,-1.466307044E-2,3.107145429E-3,2.159595490E-2,2.628773964E-2
1.015115115E0,2.055644989E-3,1.020340621E-2,9.552001953E-3,1.412713403E-2
1.019809959E0,1.995980740E-3,2.910569310E-2,-3.086757660E-2,4.247272766E-2
1.024504855E0,-5.181103945E-3,-2.037212253E-3,-2.139091492E-3,5.964040934E-3
1.029199699E0,-1.933383942E-2,2.880404890E-2,1.923656464E-2,3.966756860E-2
1.033894594E0,-1.757442951E-4,3.334227204E-2,-1.177024841E-2,3.535925252E-2
1.038589438E0,2.156049013E-3,1.645849645E-2,1.205539703E-2,2.051495187E-2
1.043284334E0,-1.445817947E-2,4.461199045E-3,2.619266510E-2,3.024891660E-2
1.047979230E0,7.003188133E-3,-7.435366511E-3,2.245903015E-3,1.045817381E-2
1.052674074E0,4.586547613E-3,1.164136827E-2,-2.150058746E-2,2.487635696E-2
1.057368969E0,2.348957956E-2,-7.435202599E-3,2.406120300E-3,2.475544385E-2
1.062063813E0,1.375979185E-2,1.161406934E-2,4.757881165E-3,1.862406807E-2
1.066758709E0,-6.347000599E-4,6.775766611E-3,-1.426601410E-2,1.580610691E-2
1.071453553E0,-1.016345620E-2,-1.225949824E-2,-1.414775848E-2,2.130141331E-2
1.076148449E0,-3.001958132E-3,-1.218202710E-2,2.059936523E-4,1.254814609E-2
1.080843344E0,-1.485496759E-2,-9.704113007E-3,-1.403331757E-2,2.262241971E-2
1.085538188E0,6.609708071E-3,2.246171236E-3,1.218605042E-2,1.404397916E-2
1.090233084E0,2.312298119E-2,4.603847861E-3,1.682949066E-2,2.896721302E-2
1.094927928E0,-8.410513401E-4,-2.042204142E-4,-1.178646088E-2,1.181819501E-2
1.099622824E0,8.614242077E-3,-9.689047933E-3,7.292747498E-3,1.487504563E-2
1.104317719E0,-8.053839207E-3,-1.200513542E-2,2.487182617E-3,1.466879953E-2
1.109012563E0,3.891587257E-3,-1.427371800E-2,1.195907593E-2,1.902374763E-2
1.113707459E0,-3.245592117E-3,-9.404733777E-3,2.135181427E-2,2.355595165E-2
1.118402303E0,-5.577534437E-3,-1.406788826E-2,6.937026978E-3,1.664742364E-2
1.123097199E0,-5.544692278E-3,-2.109397948E-2,-2.393722534E-4,2.181185186E-2
1.127792094E0,-3.111720085E-3,-1.622456312E-2,6.878852844E-3,1.789519117E-2
1.132486938E0,-6.982982159E-4,-1.876756549E-3,6.821632385E-3,7.109465799E-3
1.137181834E0,8.786827326E-3,-1.372356713E-2,1.625728607E-2,2.301834007E-2
1.141876678E0,3.983855247E-3,-4.143834114E-3,9.003639221E-3,1.068213382E-2
1.146571574E0,1.649469137E-3,6.392300129E-4,-5.607604980E-4,1.855752079E-3
1.151266417E0,-1.255950332E-2,6.099641323E-4,-1.004600525E-2,1.609457677E-2
1.155961313E0,-1.484203339E-2,5.354896188E-3,-5.217552185E-3,1.661877610E-2
1.160656209E0,-2.868264914E-3,-6.578072906E-3,4.317283630E-3,8.374779084E-3
1.165351053E0,-1.232132316E-2,-4.146859050E-3,2.563762665E-2,2.874542302E-2
1.170045949E0,2.032548189E-3,1.724788547E-2,1.356124878E-2,2.203470612E-2
1.174740792E0,-7.461309433E-3,7.616117597E-3,3.957748413E-3,1.137278146E-2
1.179435688E0,-5.011647940E-3,2.810388803E-3,6.298065186E-3,8.525287407E-3
1.184130532E0,-7.300674915E-3,9.909883142E-3,8.620262146E-3,1.502712739E-2
1.188825428E0,-7.224529982E-3,5.084291101E-3,-1.517963409E-2,1.756317570E-2
1.193520324E0,-9.523302317E-3,2.874682844E-2,1.557350159E-3,3.032323815E-2
1.198215167E0,2.406805754E-3,1.187241077E-2,1.543045044E-3,1.221179100E-2
1.202910063E0,-1.183664799E-2,9.376659989E-3,1.339435577E-2,2.018506266E-2
1.207604907E0,7.259666920E-3,-9.652823210E-3,-1.993656158E-2,2.330978866E-2
1.212299803E0,4.841595888E-3,-7.809698582E-5,8.705139160E-3,9.961254825E-3
1.216994699E0,1.668097079E-2,-4.820466042E-3,-8.573532104E-4,1.738466951E-2
1.221689542E0,4.663914442E-3,2.609889209E-2,-1.034164429E-2,2.845793164E-2
1.226384438E0,-1.060962677E-4,-7.363647223E-3,1.109981537E-2,1.332067784E-2
1.231079282E0,7.028013468E-3,1.645825803E-2,8.635520935E-3,1.987056750E-2
1.235774178E0,1.407518983E-2,-1.449541748E-2,1.093673706E-2,2.297477560E-2
1.240469021E0,4.452019930E-3,2.268031240E-3,3.726959229E-3,6.233351607E-3
1.245163917E0,9.118169546E-3,-7.238134742E-3,1.321792603E-3,1.171660130E-2
1.249858761E0,-4.650950432E-4,2.319484949E-3,1.310348511E-3,2.704318222E-3
1.254553657E0,6.614893675E-3,4.677295685E-3,2.502632141E-2,2.630495536E-2
1.259248553E0,-5.318969488E-3,-1.434050500E-2,-1.077461243E-2,1.870919007E-2
1.263943396E0,-2.887874842E-3,-7.098078728E-3,1.180648804E-3,7.753481432E-3
1.268638292E0,1.868307590E-3,-7.063627243E-3,2.015209198E-2,2.143576950E-2
1.273333136E0,1.370355487E-2,-2.361145616E-2,-8.489608765E-3,2.858953891E-2
1.278028032E0,-1.252672076E-2,-2.054467797E-3,-1.079177856E-2,1.666139417E-2
1.282722928E0,1.843905449E-2,-2.033084631E-3,1.777362823E-2,2.569112734E-2
1.287417771E0,-6.844699383E-4,-6.700485945E-3,-3.729820251E-3,7.699127879E-3
1.292112667E0,1.707285643E-3,-2.793918550E-2,1.528644562E-2,3.189339007E-2
1.296807511E0,-1.970610023E-2,-2.530021966E-2,3.294944763E-3,3.223799252E-2
1.301502407E0,-7.719993591E-3,-1.559361815E-2,-1.479148865E-3,1.746273488E-2
1.306197251E0,-1.004213095E-2,-1.311549544E-2,3.277778625E-3,1.684055959E-2
1.310892146E0,-2.825200558E-3,3.579318523E-3,3.250122070E-3,5.599693988E-3
1.315587042E0,-2.758860588E-3,-1.220941544E-3,7.969856262E-3,8.521773221E-3
1.320281886E0,1.386070251E-2,-2.024674416E-2,1.027393341E-2,2.660081636E-2
1.324976782E0,1.845055819E-2,-2.010419965E-2,6.952285767E-4,2.729625036E-2
1.329671626E0,4.103004932E-3,-9.226500988E-4,-1.354598999E-2,1.418378573E-2
1.334366521E0,-5.379199982E-3,-1.274845004E-2,8.058547974E-4,1.386030926E-2
1.339061365E0,-1.952886581E-2,-7.921099663E-3,1.029109955E-2,2.345265763E-2
1.343756261E0,-9.888917208E-3,3.985375166E-3,7.831573486E-3,1.322903783E-2
1.348451105E0,-1.928275824E-2,-7.909506559E-3,7.767677307E-3,2.224234407E-2
1.353146001E0,-1.673388481E-2,8.769318461E-3,-4.160881042E-3,1.934520039E-2
1.357840896E0,-9.432256222E-3,3.953218460E-3,2.994537354E-3,1.065657767E-2
1.362535740E0,-1.885882020E-2,1.341532171E-2,1.246070862E-2,2.628488568E-2
1.367230636E0,-1.162484288E-2,1.805281639E-2,2.864837646E-3,2.166214316E-2
1.371925480E0,-4.366517067E-3,2.265165746E-2,2.841949463E-3,2.324307927E-2
1.376620376E0,-1.612353325E-2,3.667548299E-2,-1.926422119E-3,4.010948116E-2
1.381315271E0,1.487290859E-2,1.261632144E-2,5.207061768E-3,2.018634363E-2
1.386010115E0,-4.219502211E-3,1.251468062E-2,4.196166992E-4,1.321353504E-2
1.390705011E0,1.715727150E-2,1.481574774E-2,9.907722473E-3,2.473946869E-2
1.395399855E0,-1.147395372E-2,1.944155991E-2,9.824752808E-3,2.462014690E-2
1.400094751E0,-4.217594862E-3,9.792283177E-3,-2.120018005E-3,1.087066661E-2
1.404789594E0,2.893656492E-3,2.568095922E-3,5.013465881E-3,6.332709113E-3
1.409484490E0,5.257725716E-3,2.150429785E-2,7.345199585E-3,2.332446061E-2
